provinsi,kabupaten,kecamatan,kode_kabupaten,bpp,bpp_kanonik,poktan,penyuluh_pns,penyuluh_p3k,penyuluh_thl,penyuluh_swadaya,penyuluh_swasta,penyuluh_total
"ACEH","KOTA LANGSA","LANGSA BARO","1173","BPP Langsa Barat","Langsa Barat","76","0","0","0","0","0","0"
"ACEH","KOTA LANGSA","LANGSA KOTA","1173","BPP Langsa Lama","Langsa Lama","47","1","0","0","0","0","1"
"ACEH","KOTA LANGSA","LANGSA LAMA","1173","BPP Langsa Lama","Langsa Lama","73","4","5","0","2","0","11"
"ACEH","KOTA LANGSA","LANGSA TIMUR","1173","BPP LANGSA TIMUR","Langsa Timur","128","6","5","1","12","0","24"
"ACEH","KOTA LHOKSEUMAWE","BANDA SAKTI","1174","BPP MUARA DUA","Muara DUA","30","0","0","0","0","0","0"
"ACEH","KOTA LHOKSEUMAWE","BLANG MANGAT","1174","BPP BLANG MANGAT","Blang Mangat","104","3","2","0","7","0","12"
"ACEH","KOTA LHOKSEUMAWE","MUARA DUA","1174","BPP MUARA DUA","Muara DUA","102","3","1","0","7","0","11"
"ACEH","KOTA LHOKSEUMAWE","MUARA SATU","1174","BPP MUARA SATU","Muara Satu","86","3","1","0","7","0","11"
"ACEH","KOTA SABANG","","1172","BPP Sukamakmue","Sukamakmue","0","","","","","",""
"ACEH","KOTA SABANG","SUKAJAYA","1172","BPP Sukajaya","Sukajaya","29","6","1","0","0","0","7"
"ACEH","KOTA SABANG","SUKAKARYA","1172","BPP Sukakarya","Sukakarya","19","7","0","0","0","0","7"
"ACEH","KOTA SABANG","SUKAMAKMUE","","","","","5","0","0","0","0","5"
"ACEH","KOTA SUBULUSSALAM","LONGKIB","1175","BPP LONGKIB","Longkib","92","2","0","13","4","0","19"
"ACEH","KOTA SUBULUSSALAM","PENANGGALAN","1175","BPP PENANGGALAN","Penanggalan","119","3","0","8","2","0","13"
"ACEH","KOTA SUBULUSSALAM","RUNDENG","1175","BPP RUNDENG","Rundeng","132","5","0","23","2","0","30"
"ACEH","KOTA SUBULUSSALAM","SIMPANG KIRI","1175","BPP SIMPANG KIRI","Simpang Kiri","175","5","0","12","4","0","21"
"ACEH","KOTA SUBULUSSALAM","SULTAN DAULAT","1175","BPP SULTAN DAULAT","Sultan Daulat","115","3","0","24","3","0","30"
"ACEH","NAGAN RAYA","BEUTONG","1115","BPP BEUTONG","Beutong","151","6","2","0","11","0","19"
"ACEH","NAGAN RAYA","BEUTONG ATEUH BANGGALANG","1115","BPP BEUTONG ATEUH BANGGALANG","Beutong Ateuh Banggalang","42","0","0","1","4","0","5"
"ACEH","NAGAN RAYA","DARUL MAKMUR..","1115","BPP DARUL MAKMUR","Darul Makmur","198","5","8","0","2","0","15"
"ACEH","NAGAN RAYA","KUALA","1115","BPP PULO IE","Pulo IE","146","3","3","0","7","0","13"
"ACEH","NAGAN RAYA","KUALA PESISIR","1115","BPP KUALA PESISIR","Kuala Pesisir","88","1","6","1","9","0","17"
"ACEH","NAGAN RAYA","SEUNAGAN","1115","BPP SEUNAGAN","Seunagan","155","9","5","0","6","0","20"
"ACEH","NAGAN RAYA","SEUNAGAN TIMUR","1115","BPP SEUNAGAN TIMUR","Seunagan Timur","146","5","3","0","5","0","13"
"ACEH","NAGAN RAYA","SUKA MAKMUE","1115","BPP SUKA MAKMUE","Suka Makmue","167","7","3","1","8","0","19"
"ACEH","NAGAN RAYA","TADU RAYA","1115","BPP TADU RAYA","Tadu Raya","239","2","1","3","8","0","14"
"ACEH","NAGAN RAYA","TRIPA MAKMUR","1115","BPP TRIPA MAKMUR","Tripa Makmur","58","3","3","0","2","0","8"
"ACEH","PIDIE","BATEE","1109","BPP Batee","Batee","141","3","3","0","4","0","10"
"ACEH","PIDIE","DELIMA","1109","BPP Delima","Delima","162","3","5","0","4","0","12"
"ACEH","PIDIE","GEUMPANG","1109","BPP Geumpang","Geumpang","64","2","2","0","6","0","10"
"ACEH","PIDIE","GLUMPANG BARO","1109","BPP Glumpang Baro","Glumpang Baro","122","5","6","0","5","0","16"
"ACEH","PIDIE","GLUMPANG TIGA","1109","BPP Glumpang Tiga","Glumpang Tiga","163","8","6","1","6","0","21"
"ACEH","PIDIE","GRONG GRONG","1109","BPP Grong-grong","Grong-grong","47","2","3","1","4","0","10"
"ACEH","PIDIE","INDRAJAYA","1109","BPP Indrajaya","Indrajaya","188","8","5","0","4","0","17"
"ACEH","PIDIE","KEMBANG TANJONG","1109","BPP Kembang Tanjong","Kembang Tanjong","156","5","5","1","4","0","15"
"ACEH","PIDIE","KEUMALA","1109","BPP Keumala","Keumala","112","2","6","2","4","0","14"
"ACEH","PIDIE","KOTA SIGLI","1109","BPP Kota Sigli","Kota Sigli","37","3","2","0","4","0","9"
"ACEH","PIDIE","MANE","1109","BPP Mane","Mane","76","3","2","0","6","0","11"
"ACEH","PIDIE","MILA","1109","BPP Mila","Mila","92","4","5","1","4","0","14"
"ACEH","PIDIE","MUARA TIGA","1109","BPP Muara Tiga","Muara Tiga","102","5","4","0","4","0","13"
"ACEH","PIDIE","MUTIARA","1109","BPP Mutiara","Mutiara","110","6","5","0","4","0","15"
"ACEH","PIDIE","MUTIARA TIMUR","1109","BPP Mutiara Timur","Mutiara Timur","206","5","5","2","5","0","17"
"ACEH","PIDIE","PADANG TIJI","1109","BPP Padang Tiji","Padang Tiji","246","6","5","1","6","0","18"
"ACEH","PIDIE","PEUKAN BARO","1109","BPP Peukan Baro","Peukan Baro","208","5","6","0","6","0","17"
"ACEH","PIDIE","PIDIE","1109","BPP Pidie","Pidie","187","9","9","0","5","0","23"
"ACEH","PIDIE","SAKTI","1109","BPP Sakti","Sakti","175","3","11","0","6","0","20"
"ACEH","PIDIE","SIMPANG TIGA","1109","BPP Simpang Tiga","Simpang Tiga","200","6","4","0","6","0","16"
"ACEH","PIDIE","TANGSE","1109","BPP Tangse","Tangse","225","4","7","1","8","0","20"
"ACEH","PIDIE","TIRO/TRUSEB","1109","BPP Tiro/Truseb","Tiro/Truseb","93","2","6","0","7","0","15"
"ACEH","PIDIE","TITEUE","1109","BPP Titeue","Titeue","62","3","3","0","6","0","12"
"ACEH","PIDIE JAYA","BANDAR BARU","1118","BPP BANDAR BARU","Bandar Baru","249","7","10","1","5","0","23"
"ACEH","PIDIE JAYA","BANDAR DUA","1118","BPP BANDAR DUA","Bandar DUA","169","4","8","3","6","0","21"
"ACEH","PIDIE JAYA","JANGKA BUYA","1118","BPP JANGKA BUYA","Jangka Buya","135","4","6","1","3","0","14"
"ACEH","PIDIE JAYA","MEURAH DUA","1118","BPP MEURAH DUA","Meurah DUA","177","2","8","0","4","0","14"
"ACEH","PIDIE JAYA","MEUREUDU","1118","BPP MEUREUDU","Meureudu","383","4","11","1","8","0","24"
"ACEH","PIDIE JAYA","PANTERAJA","1118","BPP PANTERAJA","Panteraja","77","3","1","0","2","0","6"
"ACEH","PIDIE JAYA","TRIENGGADENG","1118","BPP TRIENGGADENG","Trienggadeng","325","5","6","1","6","0","18"
"ACEH","PIDIE JAYA","ULIM","1118","BPP ULIM","Ulim","174","2","9","2","5","0","18"
"ACEH","SIMEULUE","ALAFAN","1101","BPP Langi","Langi","12","3","0","2","0","0","5"
"ACEH","SIMEULUE","SALANG","1101","BPP Lalla Bahagia","Lalla Bahagia","26","1","0","9","1","0","11"
"ACEH","SIMEULUE","SIMEULUE BARAT","1101","BPP Sibigo","Sibigo","22","2","0","8","0","0","10"
"ACEH","SIMEULUE","SIMEULUE CUT","1101","BPP Teuku Diujung","Teuku Diujung","13","3","0","4","0","0","7"
"ACEH","SIMEULUE","SIMEULUE TENGAH","1101","BPP Kampung Aie","Kampung Aie","28","4","0","6","1","0","11"
"ACEH","SIMEULUE","SIMEULUE TIMUR","1101","BPP Kuala Makmur","Kuala Makmur","29","7","0","2","1","0","10"
"ACEH","SIMEULUE","TELUK DALAM","1101","BPP KUALA BAKTI","Kuala Bakti","15","5","0","1","1","0","7"
"ACEH","SIMEULUE","TEUPAH BARAT","1101","BPP Salur","Salur","27","4","0","9","0","0","13"
"ACEH","SIMEULUE","TEUPAH SELATAN","1101","BPP Labuhan Bajau","Labuhan Bajau","31","5","0","8","1","0","14"
"ACEH","SIMEULUE","TEUPAH TENGAH","1101","BPP Sua-sua","Sua-sua","18","5","0","3","0","0","8"
"BALI","BADUNG","ABIANSEMAL","5103","Abiansemal","Abiansemal","301","5","11","1","36","0","53"
"BALI","BADUNG","KUTA","5103","Kuta Utara","Kuta Utara","3","0","1","0","0","0","1"
"BALI","BADUNG","KUTA SELATAN","5103","Kuta Selatan","Kuta Selatan","44","2","2","0","1","0","5"
"BALI","BADUNG","KUTA UTARA","5103","Kuta Utara","Kuta Utara","31","3","4","0","6","0","13"
"BALI","BADUNG","MENGWI","5103","BPP Mengwi","Mengwi","452","4","9","5","21","0","39"
"BALI","BADUNG","PETANG","5103","Petang","Petang","252","1","10","0","6","0","17"
"BALI","BANGLI","BANGLI","5106","BPP Kecamatan Bangli","Kecamatan Bangli","313","12","1","0","16","0","29"
"BALI","BANGLI","KINTAMANI","5106","BPP Kintamani Barat","Kintamani Barat","1080","28","29","0","67","0","124"
"BALI","BANGLI","SUSUT","5106","Susut","Susut","297","10","4","0","20","0","34"
"BALI","BANGLI","TEMBUKU","5106","Tembuku","Tembuku","180","8","3","0","15","0","26"
"BALI","BULELENG","BANJAR","5108","BPP Banjar","Banjar","386","8","5","1","7","0","21"
"BALI","BULELENG","BULELENG","5108","BPP Buleleng","Buleleng","353","3","8","3","6","0","20"
"BALI","BULELENG","BUSUNGBIU","5108","BPP Busungbiu","Busungbiu","243","6","3","2","7","0","18"
"BALI","BULELENG","GEROKGAK","5108","BPP Gerokgak","Gerokgak","399","4","3","1","9","0","17"
"BALI","BULELENG","KUBUTAMBAHAN","5108","BPP Kubutambahan","Kubutambahan","375","3","4","4","5","0","16"
"BALI","BULELENG","SAWAN","5108","BPP Sawan","Sawan","188","6","3","2","10","0","21"
"BALI","BULELENG","SERIRIT","5108","BPP Seririt","Seririt","248","4","5","2","10","0","21"
"BALI","BULELENG","SUKASADA","5108","BPP Sukasada","Sukasada","410","4","6","2","12","0","24"
"BALI","BULELENG","TEJAKULA","5108","BPP Tejakula","Tejakula","342","4","2","2","5","0","13"
"BALI","GIANYAR","BLAHBATUH","5104","BPP Blahbatuh","Blahbatuh","121","2","0","2","3","0","7"
"BALI","GIANYAR","GIANYAR","5104","BPP Gianyar","Gianyar","221","3","0","2","3","0","8"
"BALI","GIANYAR","PAYANGAN","5104","BPP Payangan","Payangan","137","3","0","1","3","0","7"
"BALI","GIANYAR","SUKAWATI","5104","BPP Sukawati","Sukawati","145","2","0","2","4","0","8"
"BALI","GIANYAR","TAMPAKSIRING","5104","BPP Tampaksiring","Tampaksiring","206","2","0","1","3","0","6"
"BALI","GIANYAR","TEGALLALANG","5104","BPP Kecamatan Tegalallang","Kecamatan Tegalallang","216","2","0","3","3","0","8"
"BALI","GIANYAR","UBUD","5104","BPP Ubud","Ubud","121","2","0","1","3","0","6"
"BALI","JEMBRANA","JEMBRANA","5101","Balai Penyuluhan Pertanian Kec.Jembrana","Kec.Jembrana","175","6","2","0","12","0","20"
"BALI","JEMBRANA","MELAYA","5101","Balai Penyuluhan Pertanian Kec. Melaya","Kec. Melaya","359","6","1","0","11","0","18"
"BALI","JEMBRANA","MENDOYO","5101","Balai Penyuluhan Pertanian Kec. Mendoyo","Kec. Mendoyo","259","6","1","0","14","0","21"
"BALI","JEMBRANA","NEGARA","5101","Balai Penyuluhan Pertanian Kec. Negara","Kec. Negara","346","8","1","0","20","1","30"
"BALI","JEMBRANA","PEKUTATAN","5101","Balai Penyuluhan Pertanian Kec.Pekutatan","Kec.Pekutatan","131","4","0","0","5","0","9"
"BALI","KARANG ASEM","ABANG","5107","BPP Kecamatan Abang","Kecamatan Abang","173","7","2","0","5","0","14"
"BALI","KARANG ASEM","BEBANDEM","5107","BPP Kecamatan Bebandem","Kecamatan Bebandem","160","5","3","0","6","0","14"
"BALI","KARANG ASEM","KARANGASEM","5107","BPP Kec. Karangasem","Kec. Karangasem","201","4","3","0","5","0","12"
"BALI","KARANG ASEM","KUBU","5107","BPP Kecamatan Kubu","Kecamatan Kubu","524","5","3","0","4","0","12"
"BALI","KARANG ASEM","MANGGIS","5107","BPP Kec. Manggis","Kec. Manggis","121","3","3","0","1","0","7"
"BALI","KARANG ASEM","RENDANG","5107","BPP Kec. Rendang","Kec. Rendang","171","3","3","0","10","0","16"
"BALI","KARANG ASEM","SELAT","5107","BPP Kec. Selat","Kec. Selat","99","4","1","0","5","0","10"
"BALI","KARANG ASEM","SIDEMEN","5107","BPP KECAMATAN SIDEMEN","Kecamatan Sidemen","105","4","1","0","6","0","11"
"BALI","KLUNGKUNG","BANJARANGKAN","5105","BPP Kecamatan Banjarangkan","Kecamatan Banjarangkan","219","9","4","0","21","0","34"
"BALI","KLUNGKUNG","DAWAN","5105","BPP Kecamatan Dawan","Kecamatan Dawan","97","6","2","0","16","0","24"
"BALI","KLUNGKUNG","KLUNGKUNG","5105","BPP Kecamatan Klungkung","Kecamatan Klungkung","135","10","1","0","17","0","28"
"BALI","KLUNGKUNG","NUSAPENIDA","5105","BPP Kecamatan Nusa Penida","Kecamatan Nusa Penida","261","3","4","0","0","0","7"
"BALI","KOTA DENPASAR","DENPASAR BARAT","5171","BPP Denpasar Barat","Denpasar Barat","26","2","1","2","12","0","17"
"BALI","KOTA DENPASAR","DENPASAR SELATAN","5171","BPP Denpasar Selatan","Denpasar Selatan","45","4","1","1","12","0","18"
"BALI","KOTA DENPASAR","DENPASAR TIMUR","5171","BPP Denpasar Timur","Denpasar Timur","57","3","2","1","14","0","20"
"BALI","KOTA DENPASAR","DENPASAR UTARA","5171","BPP Denpasar Utara","Denpasar Utara","41","3","1","2","17","0","23"
"BALI","TABANAN","BATURITI","5102","BPP Baturiti","Baturiti","284","3","1","0","8","0","12"
"BALI","TABANAN","KEDIRI","5102","Kediri","Kediri","196","6","0","0","8","0","14"
"BALI","TABANAN","KERAMBITAN","5102","Kerambitan","Kerambitan","290","2","2","0","10","0","14"
"BALI","TABANAN","MARGA","5102","BPP Marga","Marga","331","5","0","0","11","0","16"
"BALI","TABANAN","PENEBEL","5102","BPP Penebel","Penebel","486","5","1","0","10","0","16"
"BALI","TABANAN","PUPUAN","5102","Pupuan","Pupuan","201","3","0","0","7","0","10"
"BALI","TABANAN","SELEMADEG","5102","BPP Selemadeg","Selemadeg","174","2","1","0","12","0","15"
"BALI","TABANAN","SELEMADEG BARAT","5102","Selemadeg Barat","Selemadeg Barat","198","3","1","0","8","0","12"
"BALI","TABANAN","SELEMADEG TIMUR","5102","BPP Selemadeg Timur","Selemadeg Timur","275","6","1","0","11","0","18"
"BALI","TABANAN","TABANAN","5102","BPP Tabanan","Tabanan","195","6","0","0","10","0","16"
"BANTEN","KOTA CILEGON","CIBEBER","3672","BPP KECAMATAN CIBEBER","Kecamatan Cibeber","35","1","1","0","1","0","3"
"BANTEN","KOTA CILEGON","CILEGON","","","","","0","1","0","1","0","2"
"BANTEN","KOTA CILEGON","CITANGKIL","","","","","1","1","0","0","0","2"
"BANTEN","KOTA CILEGON","CIWANDAN","","","","","1","1","0","1","0","3"
"BANTEN","KOTA CILEGON","GROGOL","","","","","1","1","0","0","0","2"
"BANTEN","KOTA CILEGON","JOMBANG","","","","","1","1","0","0","0","2"
"BANTEN","KOTA CILEGON","PULOMERAK","","","","","1","0","0","1","0","2"
"BANTEN","KOTA CILEGON","PURWAKARTA","","","","","1","1","0","0","0","2"
"BANTEN","KOTA SERANG","CIPOCOK JAYA","3673","Cipocok Jaya","Cipocok Jaya","53","0","1","1","4","0","6"
"BANTEN","KOTA SERANG","CURUG","3673","Curug","Curug","85","3","0","0","7","0","10"
"BANTEN","KOTA SERANG","KASEMEN","3673","Kasemen","Kasemen","119","3","0","1","9","0","13"
"BANTEN","KOTA SERANG","SERANG","3673","Serang","Serang","33","1","0","0","5","0","6"
"BANTEN","KOTA SERANG","TAKTAKAN","3673","Taktakan","Taktakan","84","1","0","0","5","0","6"
"BANTEN","KOTA SERANG","WALANTAKA","3673","Walantaka","Walantaka","82","1","1","1","5","0","8"
"BANTEN","KOTA TANGERANG","BATUCEPER","","","","","1","0","0","0","0","1"
"BANTEN","KOTA TANGERANG","BENDA","","","","","0","0","1","0","0","1"
"BANTEN","KOTA TANGERANG","CIBODAS","","","","","0","0","0","0","0","0"
"BANTEN","KOTA TANGERANG","CILEDUG","","","","","1","0","0","0","0","1"
"BANTEN","KOTA TANGERANG","CIPONDOH","","","","","1","0","0","0","0","1"
"BANTEN","KOTA TANGERANG","JATI UWUNG","","","","","0","0","0","0","0","0"
"BANTEN","KOTA TANGERANG","KARANG TENGAH","","","","","1","0","0","0","0","1"
"BANTEN","KOTA TANGERANG","KARAWACI","","","","","1","0","0","0","0","1"
"BANTEN","KOTA TANGERANG","LARANGAN","","","","","0","0","0","0","0","0"
"BANTEN","KOTA TANGERANG","NEGLASARI","","","","","0","0","0","0","0","0"
"BANTEN","KOTA TANGERANG","PERIUK","","","","","1","0","0","0","0","1"
"BANTEN","KOTA TANGERANG","PINANG","","","","","1","0","0","0","0","1"
"BANTEN","KOTA TANGERANG","TANGERANG","","","","","0","0","0","0","0","0"
"BANTEN","KOTA TANGERANG SELATAN","CIPUTAT","3674","Balai Penyuluhan Pertanian Jombang","Jombang","25","0","0","0","1","0","1"
"BANTEN","KOTA TANGERANG SELATAN","CIPUTAT TIMUR","3674","Balai Penyuluhan Pertanian Jombang","Jombang","25","0","0","0","0","0","0"
"BANTEN","KOTA TANGERANG SELATAN","PAMULANG","3674","Balai Penyuluhan Pertanian Jombang","Jombang","29","0","0","0","0","0","0"
"BANTEN","KOTA TANGERANG SELATAN","PONDOK AREN","3674","Balai Penyuluhan Pertanian Jombang","Jombang","13","0","0","0","0","0","0"
"BANTEN","KOTA TANGERANG SELATAN","SERPONG","3674","Balai Penyuluhan Pertanian Jombang","Jombang","21","0","0","0","0","0","0"
"BANTEN","KOTA TANGERANG SELATAN","SERPONG UTARA","3674","Balai Penyuluhan Pertanian Jombang","Jombang","23","0","0","0","0","0","0"
"BANTEN","KOTA TANGERANG SELATAN","SETU","3674","Balai Penyuluhan Pertanian Jombang","Jombang","30","4","2","0","1","0","7"
"BANTEN","LEBAK","","3602","BPP Kecamatan Leuwidamar","Kecamatan Leuwidamar","10","","","","","",""
"BANTEN","LEBAK","BANJARSARI","3602","BPP Kecamatan Banjarsari","Kecamatan Banjarsari","124","4","2","2","8","0","16"
"BANTEN","LEBAK","BAYAH","3602","BPP Kecamatan Bayah","Kecamatan Bayah","79","2","3","0","10","0","15"
"BANTEN","LEBAK","BOJONGMANIK","3602","BPP Kecamatan Bojongmanik","Kecamatan Bojongmanik","70","2","2","0","5","0","9"
"BANTEN","LEBAK","CIBADAK","3602","BPP Kecamatan Cibadak","Kecamatan Cibadak","109","3","4","1","4","0","12"
"BANTEN","LEBAK","CIBEBER","3602","BPP Kecamatan Cibeber","Kecamatan Cibeber","126","2","5","1","4","0","12"
"BANTEN","LEBAK","CIGEMBLONG","3602","BPP Kecamatan Cigemblong","Kecamatan Cigemblong","99","4","1","0","2","0","7"
"BANTEN","LEBAK","CIHARA","3602","BPP Kecamatan Cihara","Kecamatan Cihara","76","1","4","0","3","0","8"
"BANTEN","LEBAK","CIJAKU","3602","BPP Kecamatan Cijaku","Kecamatan Cijaku","111","2","3","0","5","0","10"
"BANTEN","LEBAK","CIKULUR","3602","BPP Kecamatan Cikulur","Kecamatan Cikulur","105","5","1","2","7","0","15"
"BANTEN","LEBAK","CILELES","3602","BPP Kecamatan Cileles","Kecamatan Cileles","95","1","1","4","3","0","9"
"BANTEN","LEBAK","CILOGRANG","3602","BPP Kecamatan Cilograng","Kecamatan Cilograng","73","2","2","1","4","0","9"
"BANTEN","LEBAK","CIMARGA","3602","BPP Kecamatan Cimarga","Kecamatan Cimarga","117","4","5","0","4","0","13"
"BANTEN","LEBAK","CIPANAS","3602","BPP Kecamatan Cipanas","Kecamatan Cipanas","141","5","1","0","10","0","16"
"BANTEN","LEBAK","CIRINTEN","3602","BPP Kecamatan Cirinten","Kecamatan Cirinten","114","4","1","0","11","0","16"
"BANTEN","LEBAK","CURUGBITUNG","3602","BPP Kecamatan Curugbitung","Kecamatan Curugbitung","77","2","3","1","10","0","16"
"BANTEN","LEBAK","GUNUNG KENCANA","3602","BPP Kecamatan Gunung Kencana","Kecamatan Gunung Kencana","94","2","3","0","4","0","9"
"BANTEN","LEBAK","KALANGANYAR","3602","BPP Kecamatan Kalanganyar","Kecamatan Kalanganyar","72","4","1","2","6","0","13"
"BANTEN","LEBAK","LEBAKGEDONG","3602","BPP Kecamatan Lebakgedong","Kecamatan Lebakgedong","36","2","2","0","2","0","6"
"BANTEN","LEBAK","LEUWIDAMAR","3602","BPP Kecamatan Leuwidamar","Kecamatan Leuwidamar","122","2","1","2","2","0","7"
"BANTEN","LEBAK","MAJA","3602","BPP Kecamatan Maja","Kecamatan Maja","101","2","4","2","4","0","12"
"BANTEN","LEBAK","MALINGPING","3602","BPP Kecamatan Malingping","Kecamatan Malingping","139","3","4","0","4","0","11"
"BANTEN","LEBAK","MUNCANG","3602","BPP Kecamatan Muncang","Kecamatan Muncang","90","2","2","0","2","0","6"
"BANTEN","LEBAK","PANGGARANGAN","3602","BPP Kecamatan Panggarangan","Kecamatan Panggarangan","117","5","0","2","5","0","12"
"BANTEN","LEBAK","RANGKASBITUNG","3602","BPP Kecamatan Rangkasbitung","Kecamatan Rangkasbitung","81","2","6","0","6","0","14"
"BANTEN","LEBAK","SAJIRA","3602","BPP Kecamatan Sajira","Kecamatan Sajira","109","3","2","1","5","0","11"
"BANTEN","LEBAK","SOBANG","3602","BPP Kecamatan Sobang","Kecamatan Sobang","134","2","4","0","10","0","16"
"BANTEN","LEBAK","WANASALAM","3602","BPP Kecamatan Wanasalam","Kecamatan Wanasalam","136","6","1","0","3","0","10"
"BANTEN","LEBAK","WARUNGGUNUNG","3602","BPP Kecamatan Warunggunung","Kecamatan Warunggunung","119","2","3","0","7","0","12"
"BANTEN","PANDEGLANG","ANGSANA","3601","BPP Angsana","Angsana","115","3","1","0","1","0","5"
"BANTEN","PANDEGLANG","BANJAR","3601","BPP Banjar","Banjar","72","3","2","0","1","0","6"
"BANTEN","PANDEGLANG","BOJONG","3601","BPP Bojong","Bojong","66","3","1","0","1","0","5"
"BANTEN","PANDEGLANG","CADASARI","3601","BPP Cadasari","Cadasari","66","4","1","0","2","0","7"
"BANTEN","PANDEGLANG","CARITA","3601","BPP Carita","Carita","58","3","1","0","2","0","6"
"BANTEN","PANDEGLANG","CIBALIUNG","3601","BPP CIBALIUNG","Cibaliung","80","3","2","0","2","0","7"
"BANTEN","PANDEGLANG","CIBITUNG","3601","BPP Cibitung","Cibitung","63","2","2","0","2","0","6"
"BANTEN","PANDEGLANG","CIGEULIS","3601","BPP Cigeulis","Cigeulis","83","1","3","0","2","0","6"
"BANTEN","PANDEGLANG","CIKEDAL","3601","BPP Cikedal","Cikedal","60","3","2","0","2","0","7"
"BANTEN","PANDEGLANG","CIKEUSIK","3601","BPP Cikeusik","Cikeusik","185","4","1","0","3","0","8"
"BANTEN","PANDEGLANG","CIMANGGU","3601","BPP Cimanggu","Cimanggu","106","1","4","0","2","0","7"
"BANTEN","PANDEGLANG","CIMANUK","3601","BPP Cimanuk","Cimanuk","74","3","3","0","2","0","8"
"BANTEN","PANDEGLANG","CIPEUCANG","3601","BPP Cipeucang","Cipeucang","61","4","2","0","2","0","8"
"BANTEN","PANDEGLANG","CISATA","3601","BPP Cisata","Cisata","71","3","2","0","0","0","5"
"BANTEN","PANDEGLANG","JIPUT","3601","BPP Jiput","Jiput","81","2","3","0","2","0","7"
"BANTEN","PANDEGLANG","KADUHEJO","3601","BPP Kaduhejo","Kaduhejo","65","3","3","0","2","0","8"
"BANTEN","PANDEGLANG","KARANGTANJUNG","3601","BPP Karang Tanjung","Karang Tanjung","47","2","2","0","1","0","5"
"BANTEN","PANDEGLANG","KORONCONG","3601","BPP Koroncong","Koroncong","48","2","4","0","2","0","8"
"BANTEN","PANDEGLANG","LABUAN","3601","BPP Labuan","Labuan","26","1","2","0","2","0","5"
"BANTEN","PANDEGLANG","MAJASARI","3601","BPP Majasari","Majasari","37","3","1","0","2","0","6"
"BANTEN","PANDEGLANG","MANDALAWANGI","3601","BPP Mandalawangi","Mandalawangi","98","3","2","0","2","0","7"
"BANTEN","PANDEGLANG","MEKARJAYA","3601","BPP Mekarjaya","Mekarjaya","53","2","3","0","2","0","7"
"BANTEN","PANDEGLANG","MENES","3601","BPP Menes","Menes","61","7","2","0","1","0","10"
"BANTEN","PANDEGLANG","MUNJUL","3601","BPP Munjul","Munjul","88","3","2","0","2","0","7"
"BANTEN","PANDEGLANG","PAGELARAN","3601","BPP Pagelaran","Pagelaran","107","2","3","0","2","0","7"
"BANTEN","PANDEGLANG","PANDEGLANG","3601","BPP Pandeglang","Pandeglang","41","2","2","0","2","0","6"
"BANTEN","PANDEGLANG","PANIMBANG","3601","BPP Panimbang","Panimbang","104","2","1","0","2","0","5"
"BANTEN","PANDEGLANG","PATIA","3601","BPP Patia","Patia","119","3","2","0","2","0","7"
"BANTEN","PANDEGLANG","PICUNG","3601","BPP Picung","Picung","85","1","3","0","2","0","6"
"BANTEN","PANDEGLANG","PULOSARI","3601","BPP Pulosari","Pulosari","70","3","3","0","7","0","13"
"BANTEN","PANDEGLANG","SAKETI","3601","BPP Saketi","Saketi","99","3","2","0","1","0","6"
"BANTEN","PANDEGLANG","SINDANGRESMI","3601","BPP Sindangresmi","Sindangresmi","100","3","1","0","2","0","6"
"BANTEN","PANDEGLANG","SOBANG","3601","BPP Sobang","Sobang","109","2","3","0","2","0","7"
"BANTEN","PANDEGLANG","SUKARESMI","3601","BPP Sukaresmi","Sukaresmi","139","3","2","0","3","0","8"
"BANTEN","PANDEGLANG","SUMUR","3601","BPP Sumur","Sumur","73","2","2","0","2","0","6"
"BANTEN","SERANG","ANYAR","3604","BPP Kecamatan Anyar","Kecamatan Anyar","62","4","1","0","11","0","16"
