nomor_pendaftaran,produk_id,nama_produk,jenis_pestisida,urutan,nama_bahan,kadar_bahan,satuan_bahan
01010120237760,op:prd:00001145,HAWAII 45 SP,Insektisida,1,metomil,45,%
042017458,op:prd:00001146,BIOBAN™ BP-30 Preservative,Pestisida lain-lain,1,"2-bromo-2-nitro-1,3-propanediol (Bronopol)",29.1 - 30.9,%
06080120227418,op:prd:00001147,HIT 3.24 LV,Pestisida Rumah Tangga,1,Heptaflutrin,3.24,g/l
01010120227607,op:prd:00001148,ACEFLO 15/20 WG,Insektisida,1,Flonikamid,20,%
01010120227607,op:prd:00001148,ACEFLO 15/20 WG,Insektisida,2,Asetamiprid,15,%
01010120237757,op:prd:00001149,GENIUS 20/125 OD,Insektisida,1,Nitenpiram,125,g/l
01010120237757,op:prd:00001149,GENIUS 20/125 OD,Insektisida,2,Abamektin,20,g/l
01010120134655,op:prd:00001150,CONTROL 400 SL,Insektisida,1,Dimehipo,400,g/l
01020120062481,op:prd:00001151,CBA-COL 70 WP,Fungisida,1,Propineb,70,%
05100120092098,op:prd:00001152,MAGNAPHOS 66 TB*,Fumigan,1,Magnesium fosfida,66,%
01030120011632,op:prd:00001153,RAMBO PEAK 550 SL,Herbisida,1,Isopropil amina glifosat (setara dengan glifosat : 408 g/l),550,g/l
01030120227456,op:prd:00001154,RICEMASTER PLUS 50/10 OD,Herbisida,1,Penoksulam,10,g/l
01030120227456,op:prd:00001154,RICEMASTER PLUS 50/10 OD,Herbisida,2,Butil sihalofop,50,g/l
01030120227456,op:prd:00001154,RICEMASTER PLUS 50/10 OD,Herbisida,3,Penoksulam,10,g/l
01010120031792,op:prd:00001155,SUMO 50 EC,Insektisida,1,beta siflutrin,50,g/l
01030120227675,op:prd:00001156,MERAH PUTIH 241 SL,Herbisida,1,Isopropil amina glifosat (setara dengan glifosat 179 g/l),241,g/l
01030120227675,op:prd:00001156,MERAH PUTIH 241 SL,Herbisida,2,Isopropil amina glifosat (setara dengan glifosat 179 g/l),241,g/l
01030120227675,op:prd:00001156,MERAH PUTIH 241 SL,Herbisida,3,Isopropil amina glifosat (setara dengan glifosat 179 g/l),241,g/l
01020120124429,op:prd:00001157,BIOXAN 50 WP,Fungisida,1,Cymoxanil,50,%
01020120124429,op:prd:00001157,BIOXAN 50 WP,Fungisida,2,Cymoxanil,50,%
01020120124429,op:prd:00001157,BIOXAN 50 WP,Fungisida,3,Cymoxanil,50,%
01020120124429,op:prd:00001157,BIOXAN 50 WP,Fungisida,4,Cymoxanil,50,%
01030120259235,op:prd:00001158,MACAN CBA 240/120 SL,Herbisida,1,"2,4-D dimetil amina",120,g/l
01030120259235,op:prd:00001158,MACAN CBA 240/120 SL,Herbisida,2,Isopropil amina glifosat,240,g/l
01010119951192,op:prd:00001159,REGENT 50 SC,Insektisida,1,Fipronil,50,g/l
01020120093569,op:prd:00001160,MANZO BIR 80 WP,Fungisida,1,Mankozeb,80,%
01030120134624,op:prd:00001161,DAMISAT 620 SL,Herbisida,1,IPA Glifosat,620,g/l
01010120042066,op:prd:00001162,DELINI 50 EC,Insektisida,1,Deltametrin,50,g/l
01010120227432,op:prd:00001163,MARCEL 50 EC,Insektisida,1,Emamektin Benzoat,50,g/l
01010120227432,op:prd:00001163,MARCEL 50 EC,Insektisida,2,Emamektin Benzoat,50,g/l
032022530,op:prd:00001164,HIT 0.29 AE,Pestisida Rumah Tangga,1,Dimeflutrin,0.14,%
032022530,op:prd:00001164,HIT 0.29 AE,Pestisida Rumah Tangga,2,Sipermetrin,0.15,%
01010120196568,op:prd:00001165,FOZARO 30/150 EC,Insektisida,1,Permethrin,150,g/l
01010120196568,op:prd:00001165,FOZARO 30/150 EC,Insektisida,2,Abamectin,30,g/l
01020120238023,op:prd:00001166,MEPEAK 55/5 WG,Fungisida,1,Metiram,55,%
01020120238023,op:prd:00001166,MEPEAK 55/5 WG,Fungisida,2,Piraklostrobin,5,%
032019443,op:prd:00001167,ACANTO 250 SC,Fungisida,1,Picoxystrobin,250,g/l
032019443,op:prd:00001167,ACANTO 250 SC,Fungisida,2,Picoxystrobin,250,g/l
032019443,op:prd:00001167,ACANTO 250 SC,Fungisida,3,Picoxystrobin,250,g/l
032019443,op:prd:00001167,ACANTO 250 SC,Fungisida,4,Picoxystrobin,250,g/l
032019443,op:prd:00001167,ACANTO 250 SC,Fungisida,5,Picoxystrobin,250,g/l
01030120134782,op:prd:00001168,LEKTOR 480 SC,Herbisida,1,Mesotrion,480,g/l
042021985,op:prd:00001169,MESOTRIONE 97 TC,Herbisida,1,Mesotrion,97,%
01030120238125,op:prd:00001170,FLEXCIDE 150 EC,Herbisida,1,Fluazifop-P-butil,150,g/l
01010120248542,op:prd:00001171,RG 50 SC,Insektisida,1,Fipronil,50,g/l
01020120186214,op:prd:00001172,QUILT 75/125 SE,Fungisida,1,Propiconazole,125,g/l
01020120186214,op:prd:00001172,QUILT 75/125 SE,Fungisida,2,Azoxystrobin,75,g/l
06090120124325,op:prd:00001173,TENOPA 30/30 SC,Pestisida Pengendalian Vektor Penyakit Pada Manusia,1,Alfasipermetrin,30,g/l
06090120124325,op:prd:00001173,TENOPA 30/30 SC,Pestisida Pengendalian Vektor Penyakit Pada Manusia,2,Flufenoksuron,30,g/l
01030120155392,op:prd:00001174,SABLE PLUS 120 EW,Herbisida,1,Fenoxaprop-P-ethyl,120,g/l
01040120042264,op:prd:00001175,GIBGRO 10 SP,Zat Pengatur Tumbuh Tanaman,1,asam giberelat,10,%
042018664,op:prd:00001176,TRICLOPYR BUTOTYL 95 TC,Herbisida,1,triklopir butotil,95,%
01030120269624,op:prd:00001177,PILARSTOP 450 CS,Herbisida,1,pendimetalin,450,g/l
01040120258844,op:prd:00001178,Octavia 18 SL,Zat Pengatur Tumbuh Tanaman,1,Sodium nitropenolate,18,ml/l
06090120186047,op:prd:00001179,JOLT 25 EC,Pestisida Pengendalian Vektor Penyakit Pada Manusia,1,deltametrin,25,g/l
06090120186047,op:prd:00001179,JOLT 25 EC,Pestisida Pengendalian Vektor Penyakit Pada Manusia,2,deltametrin,25,g/l
06090120186047,op:prd:00001179,JOLT 25 EC,Pestisida Pengendalian Vektor Penyakit Pada Manusia,3,deltametrin,25,g/l
01020120124444,op:prd:00001180,DARGO 76 WP,Fungisida,1,propineb,70,%
01020120124444,op:prd:00001180,DARGO 76 WP,Fungisida,2,simoksanil,6,%
01020120124444,op:prd:00001180,DARGO 76 WP,Fungisida,3,propineb,70,%
01020120124444,op:prd:00001180,DARGO 76 WP,Fungisida,4,simoksanil,6,%
01020120124444,op:prd:00001180,DARGO 76 WP,Fungisida,5,propineb,70,%
01020120124444,op:prd:00001180,DARGO 76 WP,Fungisida,6,simoksanil,6,%
01020120124444,op:prd:00001180,DARGO 76 WP,Fungisida,7,simoksanil,6,%
01020120124444,op:prd:00001180,DARGO 76 WP,Fungisida,8,propineb,70,%
01030120248253,op:prd:00001181,ENDOTOX 276 SL,Herbisida,1,Parakuat diklorida,276,g/l
06080120093518,op:prd:00001182,"Baygon 0,575 AE WB",Pestisida Rumah Tangga,1,Imiprotrin,0.031,%
06080120093518,op:prd:00001182,"Baygon 0,575 AE WB",Pestisida Rumah Tangga,2,d-fenotrin,0.125,%
06080120093518,op:prd:00001182,"Baygon 0,575 AE WB",Pestisida Rumah Tangga,3,Praletrin,0.030,%
06080120093518,op:prd:00001182,"Baygon 0,575 AE WB",Pestisida Rumah Tangga,4,d-aletrin,0.100,%
06080120093518,op:prd:00001182,"Baygon 0,575 AE WB",Pestisida Rumah Tangga,5,Tetrametrin,0.350,%
06080120093518,op:prd:00001182,"Baygon 0,575 AE WB",Pestisida Rumah Tangga,6,Sipermetrin,0.100,%
01020120237800,op:prd:00001183,PROSIMO 70/8 WP,Fungisida,1,propineb,70,%
01020120237800,op:prd:00001183,PROSIMO 70/8 WP,Fungisida,2,simoksanil,8,%
0420251383,op:prd:00001184,SAFLUFENACIL 95 TC,Herbisida,1,saflufenacil,95,%
01030120134674,op:prd:00001185,COWBOY 480 EC,Herbisida,1,Triklopir,480,g/l
01010120248484,op:prd:00001186,FLONIPRO 75/75 SE,Insektisida,1,Piriproksifen,75,g/l
01010120248484,op:prd:00001186,FLONIPRO 75/75 SE,Insektisida,2,Flonicamid,75,g/l
01020120248730,op:prd:00001187,XIVANA 20 SC,Fungisida,1,fluoksapiprolin (fluoxapiprolin),20,g/l
01030120258838,op:prd:00001188,METRIZONE 500 SC,Herbisida,1,Ametrin,500,g/l
01020120134621,op:prd:00001189,DORUM 350 SC,Fungisida,1,Azoksistrobin,350,g/l
01020120134621,op:prd:00001189,DORUM 350 SC,Fungisida,2,Azoksistrobin,350,g/l
01020120134621,op:prd:00001189,DORUM 350 SC,Fungisida,3,Azoksistrobin,350,g/l
01020120134621,op:prd:00001189,DORUM 350 SC,Fungisida,4,Azoksistrobin,350,g/l
01020120134621,op:prd:00001189,DORUM 350 SC,Fungisida,5,Azoksistrobin,350,g/l
01020120134621,op:prd:00001189,DORUM 350 SC,Fungisida,6,Azoksistrobin,350,g/l
01010120258863,op:prd:00001190,RIKA 25 EC,Insektisida,1,Abamektin,25,g/l
01120120186097,op:prd:00001191,ZIPHOS 80 P*,Rodentisida,1,Seng fosfida,80,%
01010120062514,op:prd:00001192,Farintop 50 EC,Insektisida,1,Sipermetrin,50,g/l
01010120062514,op:prd:00001192,Farintop 50 EC,Insektisida,2,Sipermetrin,50,g/l
01010120072983,op:prd:00001193,STARTHENE 75 WG,Insektisida,1,Asefat,75,%
01010120072983,op:prd:00001193,STARTHENE 75 WG,Insektisida,2,Asefat,75,%
01030120062508,op:prd:00001194,DAIMEX 80 WP,Herbisida,1,diuron,80,%
01020120248663,op:prd:00001195,MILANO 375/75 SC,Fungisida,1,Simoksanil,75,g/l
01020120248663,op:prd:00001195,MILANO 375/75 SC,Fungisida,2,Klorotalonil,375,g/l
0420241268,op:prd:00001196,AZOKSISTROBIN 98 TC,Fungisida,1,azoksistrobin,98,%
01020120103761,op:prd:00001197,CONTACNIL 75 WP,Fungisida,1,Klorotalonil,75,%
01010120207002,op:prd:00001198,UNIHIT 100/20 SC,Insektisida,1,Klorfenapir,100,g/l
01010120207002,op:prd:00001198,UNIHIT 100/20 SC,Insektisida,2,Emamektin benzoat,20,g/l
01010120124424,op:prd:00001199,BESTFAST 250 EC,Insektisida,1,Klorfenapir,250,g/l
01010120124424,op:prd:00001199,BESTFAST 250 EC,Insektisida,2,Klorfenapir,250,g/l
01010120124424,op:prd:00001199,BESTFAST 250 EC,Insektisida,3,Klorfenapir,250,g/l
042021950,op:prd:00001200,GLIFOSAT 95 TC,Herbisida,1,glifosat,95,%
06080120196303,op:prd:00001201,SKIN VAPE 200 AL,Repelen,1,Ikaridin,200,g/l
042019743,op:prd:00001202,LAMBDA-CYHALOTHRIN 95 TC,Insektisida,1,Lambda-cyhalothrin,95,%
01010120103626,op:prd:00001203,"FERTERRA 0,4 GR",Insektisida,1,Klorantraniliprol,"0,4",%
01010120083136,op:prd:00001204,KENSELEC 500 EC,Insektisida,1,Profenofos (Profenofos),500,g/l
01010120238176,op:prd:00001205,ONESTEP 100 SC,Insektisida,1,Spinosad,100,g/l
01010120227379,op:prd:00001206,AKKAIDO 20/100 EC,Insektisida,1,Tiametoksam,100,g/l
01010120227379,op:prd:00001206,AKKAIDO 20/100 EC,Insektisida,2,tiametoksam,100,g/l
01010120227379,op:prd:00001206,AKKAIDO 20/100 EC,Insektisida,3,emamektin benzoat,20,g/l
01010120227379,op:prd:00001206,AKKAIDO 20/100 EC,Insektisida,4,Emamektin benzoat,20,g/l
01010120227379,op:prd:00001206,AKKAIDO 20/100 EC,Insektisida,5,Tiametoksam,100,g/l
01010120227379,op:prd:00001206,AKKAIDO 20/100 EC,Insektisida,6,emamektin benzoat,20,g/l
01010120227379,op:prd:00001206,AKKAIDO 20/100 EC,Insektisida,7,tiametoksam,100,g/l
01010120227379,op:prd:00001206,AKKAIDO 20/100 EC,Insektisida,8,Emamektin benzoat,20,g/l
01010120237781,op:prd:00001207,K-VOLTAZ 180/120 SC,Insektisida,1,Klorfenapir (Chlorfenapyr),180,g/l
01010120237781,op:prd:00001207,K-VOLTAZ 180/120 SC,Insektisida,2,Klorfenapir,180,g/l
01010120237781,op:prd:00001207,K-VOLTAZ 180/120 SC,Insektisida,3,Indoksakarb,120,g/l
01010120237781,op:prd:00001207,K-VOLTAZ 180/120 SC,Insektisida,4,Indoksakarb (Indoxacarb),120,g/l
01040120217264,op:prd:00001208,PUTIK 250 SC,Zat Pengatur Tumbuh Tanaman,1,Paklobutrazol,250,g/l
01030120134788,op:prd:00001209,MARKOTOP 300 SL*,Herbisida,1,Parakuat diklorida,276,g/l
01030120134788,op:prd:00001209,MARKOTOP 300 SL*,Herbisida,2,Parakuat diklorida,300,g/l
05100120155162,op:prd:00001210,MAGNAPHOS 56 PB*,Fumigan,1,Magnesium fosfida,56,%
01040120248283,op:prd:00001211,HORPER 1.5 SL,Zat Pengatur Tumbuh Tanaman,1,"2,4-D Dimetil amina",1.5,g/l
01030120206702,op:prd:00001212,VANCOUVER 500/50 SC,Herbisida,1,atrazin,500,g/l
01030120206702,op:prd:00001212,VANCOUVER 500/50 SC,Herbisida,2,mesotrion,50,g/l
01020120217124,op:prd:00001213,CENTASIL 20 WP,Fungisida,1,Simoksanil,20,%
01030120217070,op:prd:00001214,OMNITOP 276 SL,Herbisida,1,Parakuat Diklorida 276 g/l (Setara ion parakuat 200 g/l),276,g/l
0420251445,op:prd:00001215,PREVENTOL P 91,Pestisida lain-lain,1,"2-bromo-2-nitro-1,3-propanediol (Bronopol)",3 - 10,%
0420251445,op:prd:00001215,PREVENTOL P 91,Pestisida lain-lain,2,Mixture of: 5-chloro-2-methyl-2H-isothiazol-3-one (CMIT) and 2-methyl-2H-isothiazol-3-one (MIT),1 - 2.5,%
01030120021724,op:prd:00001216,ZAPARIS 240 SL,Herbisida,1,Isopropil amina glifosat (setara dengan glifosat : 178 g/l),240,g/l
0420231148,op:prd:00001217,ACTICIDE AGT2,Fungisida,1,SILVER CHLORIDE,"< 2,5",%
0420221115,op:prd:00001218,Innosei ® PHE,Bakterisida,1,Ethylene Glycol monophenyl ether,min 99.5,%
01030120238002,op:prd:00001219,Glufa 200 SL,Herbisida,1,amonium glufosinat,200,g/l
01020120114034,op:prd:00001220,BRANTACOL 70 WP,Fungisida,1,Propineb,70,%
01050120155386,op:prd:00001221,RAINLUCIDE 70 WP,Moluskisida,1,Niklosamida,70,%
0420261501,op:prd:00001222,Densil AF1,Pestisida lain-lain,1,3-iodo-2-propynyl butylcarbamate,>38.7 - <41.3,%
01040120155381,op:prd:00001223,POSTON 250 SC,Zat Pengatur Tumbuh Tanaman,1,paklobutrazol,250,g/l
01010119951178,op:prd:00001224,TANICIS 25 EC,Insektisida,1,deltametrin,25,g/l
06080120206649,op:prd:00001225,NOMOS 0.081MC,Pestisida Rumah Tangga,1,Dimefluthrin,0.081,%
01030120258986,op:prd:00001226,RAMACOL 140 SL*,Herbisida,1,Parakuat diklorida,140,g/l
01010120217053,op:prd:00001227,GRACIA 103 EC,Insektisida,1,Fluksametamid,103,g/l
06080120227337,op:prd:00001228,NOMOS 0.2MC,Pestisida Rumah Tangga,1,dimeflutrhin,0.051,%
06080120227337,op:prd:00001228,NOMOS 0.2MC,Pestisida Rumah Tangga,2,dimeflutrhin,0.031,%
06080120227337,op:prd:00001228,NOMOS 0.2MC,Pestisida Rumah Tangga,3,dimeflutrhin,12.1,g/l
06080120227337,op:prd:00001228,NOMOS 0.2MC,Pestisida Rumah Tangga,4,dimeflutrhin,0.2,%
06080120227337,op:prd:00001228,NOMOS 0.2MC,Pestisida Rumah Tangga,5,dimeflutrhin,0.2,%
06080120227337,op:prd:00001228,NOMOS 0.2MC,Pestisida Rumah Tangga,6,dimeflutrhin,0.031,%
06080120227337,op:prd:00001228,NOMOS 0.2MC,Pestisida Rumah Tangga,7,dimeflutrin,0.2,%
06080120227337,op:prd:00001228,NOMOS 0.2MC,Pestisida Rumah Tangga,8,dimeflutrhin,0.2,%
06080120227337,op:prd:00001228,NOMOS 0.2MC,Pestisida Rumah Tangga,9,dimeflutrhin,0.2,%
06080120227337,op:prd:00001228,NOMOS 0.2MC,Pestisida Rumah Tangga,10,dimeflutrhin,0.081,%
06080120227337,op:prd:00001228,NOMOS 0.2MC,Pestisida Rumah Tangga,11,dimeflutrhin,0.2,%
06080120227337,op:prd:00001228,NOMOS 0.2MC,Pestisida Rumah Tangga,12,dimeflutrhin,0.1,%
06080120227337,op:prd:00001228,NOMOS 0.2MC,Pestisida Rumah Tangga,13,dimeflutrhin,0.2,%
06080120227337,op:prd:00001228,NOMOS 0.2MC,Pestisida Rumah Tangga,14,dimeflutrhin,0.1,%
06080120227337,op:prd:00001228,NOMOS 0.2MC,Pestisida Rumah Tangga,15,dimeflutrhin,0.1,%
06080120227337,op:prd:00001228,NOMOS 0.2MC,Pestisida Rumah Tangga,16,dimeflutrhin,0.2,%
06080120227337,op:prd:00001228,NOMOS 0.2MC,Pestisida Rumah Tangga,17,dimeflutrhin,0.081,%
06080120227337,op:prd:00001228,NOMOS 0.2MC,Pestisida Rumah Tangga,18,dimeflutrhin,0.2,%
06080120227337,op:prd:00001228,NOMOS 0.2MC,Pestisida Rumah Tangga,19,dimeflutrhin,0.2,%
06080120227337,op:prd:00001228,NOMOS 0.2MC,Pestisida Rumah Tangga,20,dimeflutrhin,0.1,%
06080120227337,op:prd:00001228,NOMOS 0.2MC,Pestisida Rumah Tangga,21,dimeflutrhin,0.2,%
06080120227337,op:prd:00001228,NOMOS 0.2MC,Pestisida Rumah Tangga,22,dimeflutrhin,0.031,%
06080120227337,op:prd:00001228,NOMOS 0.2MC,Pestisida Rumah Tangga,23,dimeflutrhin,12.1,g/l
06080120227337,op:prd:00001228,NOMOS 0.2MC,Pestisida Rumah Tangga,24,dimeflutrhin,0.2,%
06080120227337,op:prd:00001228,NOMOS 0.2MC,Pestisida Rumah Tangga,25,dimeflutrhin,0.031,%
06080120227337,op:prd:00001228,NOMOS 0.2MC,Pestisida Rumah Tangga,26,dimeflutrhin,0.051,%
06080120227337,op:prd:00001228,NOMOS 0.2MC,Pestisida Rumah Tangga,27,dimeflutrhin,6.1,g/l
06080120227337,op:prd:00001228,NOMOS 0.2MC,Pestisida Rumah Tangga,28,dimeflutrhin,0.051,%
06080120227337,op:prd:00001228,NOMOS 0.2MC,Pestisida Rumah Tangga,29,dimeflutrhin,0.2,%
06080120227337,op:prd:00001228,NOMOS 0.2MC,Pestisida Rumah Tangga,30,dimeflutrhin,6.1,g/l
06080120227337,op:prd:00001228,NOMOS 0.2MC,Pestisida Rumah Tangga,31,dimeflutrhin,6.1,g/l
06080120227337,op:prd:00001228,NOMOS 0.2MC,Pestisida Rumah Tangga,32,dimeflutrhin,0.081,%
06080120227337,op:prd:00001228,NOMOS 0.2MC,Pestisida Rumah Tangga,33,dimeflutrhin,12.1,g/l
06080120227337,op:prd:00001228,NOMOS 0.2MC,Pestisida Rumah Tangga,34,dimeflutrhin,6.1,g/l
06080120227337,op:prd:00001228,NOMOS 0.2MC,Pestisida Rumah Tangga,35,metofluthrin,0.015,%
06080120227337,op:prd:00001228,NOMOS 0.2MC,Pestisida Rumah Tangga,36,dimeflutrhin,0.081,%
06080120227337,op:prd:00001228,NOMOS 0.2MC,Pestisida Rumah Tangga,37,dimeflutrhin,12.1,g/l
06080120227337,op:prd:00001228,NOMOS 0.2MC,Pestisida Rumah Tangga,38,dimeflutrhin,6.1,g/l
06080120227337,op:prd:00001228,NOMOS 0.2MC,Pestisida Rumah Tangga,39,dimeflutrhin,0.051,%
06080120227337,op:prd:00001228,NOMOS 0.2MC,Pestisida Rumah Tangga,40,dimeflutrhin,0.1,%
01010120083117,op:prd:00001229,FURATUR 3 GR,Insektisida,1,Karbofuran,3,%
01010120093501,op:prd:00001230,STUNTMAN 500 SL,Insektisida,1,Dimehipo,500,g/l
01030120196363,op:prd:00001231,KERING 300 SL*,Herbisida,1,parakuat diklorida,276,g/l
01040120083078,op:prd:00001232,TOPREL 10 PA,Zat Pengatur Tumbuh Tanaman,1,Etefon,10,%
0420231136,op:prd:00001233,LAMDA SIHALOTRIN 95 TC,Insektisida,1,lamda sihalotrin,95,%
01030120248432,op:prd:00001234,TEMBO-WEEDER 420 SC,Herbisida,1,tembotrion,420,g/l
06080120186087,op:prd:00001235,"TAWON 0,3 MC",Pestisida Rumah Tangga,1,D-Allethrin,0.3,%
01030120196484,op:prd:00001236,VICENZA 530/100 SC,Herbisida,1,Mesotrion,100,g/l
01030120196484,op:prd:00001236,VICENZA 530/100 SC,Herbisida,2,Atrazin,530,g/l
01030120269678,op:prd:00001237,TOPKUATX 250 SL*,Herbisida,1,Parakuat diklorida (paraquat dichloride) setara dengan ion parakuat (paraquat ion active equivalent : 181 g/l),250,g/l
01030120237910,op:prd:00001238,NEVURA 265/35 OD,Herbisida,1,Nikosulfuron,35,g/l
01030120237910,op:prd:00001238,NEVURA 265/35 OD,Herbisida,2,Atrazin,265,g/l
01020119931121,op:prd:00001239,FOLICUR 25 WP,Fungisida,1,tebuconazole,25,%
01010120217043,op:prd:00001240,ERUGA 50 SP,Insektisida,1,metomil,50,%
01030120196241,op:prd:00001241,ASIATOP 288 SL*,Herbisida,1,parakuat diklorida,288,g/l
01010120237818,op:prd:00001242,SUPORTAN 500 SL,Insektisida,1,Monosultap,500,g/l
01030120165482,op:prd:00001243,ANDALAN 400 SC,Herbisida,1,Natrium bispiribak,400,g/l
01030120103632,op:prd:00001244,HERBAZOL 720 SL,Herbisida,1,Dichloropenoxy dimethyl amin,720,g/l
01030120206883,op:prd:00001245,FONIUM 200 SL,Herbisida,1,amonium glufosinat,"200 (setara dengan glufosinat: 182,74 g/l)",g/l
01020120237898,op:prd:00001246,KAUTANG 50 WP,Fungisida,1,Tembaga oksiklorida,50,%
01010120155335,op:prd:00001247,BARCODE 505 SL,Insektisida,1,dimehipo,505,g/l
06080120258945,op:prd:00001248,HIT 12.13 LV,Pestisida Rumah Tangga,1,Dimefluthrin,12.13,g/l
01030120113967,op:prd:00001249,CENTATOP 276 SL*,Herbisida,1,"Parakuat diklorida, setara dengan ion parakuat 200 g/l",276,g/l
01010120186036,op:prd:00001250,GMAX 18 EC,Insektisida,1,Abamektin (Avermectin B1a+ Avermectin B1b),18,g/l
01040120258840,op:prd:00001251,MOLABRAS PLUS 0.01/1.99 WG,Zat Pengatur Tumbuh Tanaman,1,6-Benzylamino-purine,1.99,%
01040120258840,op:prd:00001251,MOLABRAS PLUS 0.01/1.99 WG,Zat Pengatur Tumbuh Tanaman,2,24-Epibrassinolide,0.01,%
01030120238146,op:prd:00001252,LABAS 480 SL,Herbisida,1,Kalium glifosat,480,g/l
01050120196387,op:prd:00001253,SAGRI-SNAIL 63/10 WP,Moluskisida,1,fentin asetat,63,%
01050120196387,op:prd:00001253,SAGRI-SNAIL 63/10 WP,Moluskisida,2,niklosamida,10,%
01010120259145,op:prd:00001254,VERTHON 50 SC,Insektisida,1,klorantraniliprol,50,g/l
01030120238050,op:prd:00001255,QUATIS 276 SL,Herbisida,1,Parakuat diklorida,276,g/l
01010120155266,op:prd:00001256,SAPPORO 52 EC,Insektisida,1,Emammektin Benzoat,52,g/l
01030120258781,op:prd:00001257,GULPROXONE 276 SL*,Herbisida,1,Parakuat diklorida (setara dengan ion parakuat : 200 g/l),276,g/l
06090120031848,op:prd:00001258,SERUNI 100 EC,Pestisida Pengendalian Vektor Penyakit Pada Manusia,1,Sipermetrin,100,g/l
01010120206919,op:prd:00001259,EMATOAT 500 EC,Insektisida,1,Dimetoat,500,g/l
01120120124466,op:prd:00001260,"HARAKA 0,005 BB",Rodentisida,1,brodifakum,"0,005",%
01120120124466,op:prd:00001260,"HARAKA 0,005 BB",Rodentisida,2,brodifakum,"0,005",%
01120120124466,op:prd:00001260,"HARAKA 0,005 BB",Rodentisida,3,brodifakum,"0,005",%
01120120124466,op:prd:00001260,"HARAKA 0,005 BB",Rodentisida,4,brodifakum,"0,005",%
0420221046,op:prd:00001261,BISTAR 10 TK,Insektisida,1,Bifentrin,10,%
01010120083268,op:prd:00001262,DASATRIN 110 EC,Insektisida,1,Sipermetrin,110,g/l
01010120083268,op:prd:00001262,DASATRIN 110 EC,Insektisida,2,Sipermetrin,110,g/l
01010120083268,op:prd:00001262,DASATRIN 110 EC,Insektisida,3,Sipermetrin,110,g/l
01010120083268,op:prd:00001262,DASATRIN 110 EC,Insektisida,4,Sipermetrin,110,g/l
01010120083268,op:prd:00001262,DASATRIN 110 EC,Insektisida,5,Sipermetrin,110,g/l
01010120206605,op:prd:00001263,CHIX-GOLD 175/125 SC,Insektisida,1,Beta sipermetrin,125,g/l
01010120206605,op:prd:00001263,CHIX-GOLD 175/125 SC,Insektisida,2,Fipronil,175,g/l
01020120248562,op:prd:00001264,VIRYA 300/150 SC,Fungisida,1,Dimetomorf,300,g/l
01020120248562,op:prd:00001264,VIRYA 300/150 SC,Fungisida,2,Piraklostrobin,150,g/l
01030120083199,op:prd:00001265,KEN-TEC 276 SL*,Herbisida,1,Parakuat diklorida (paraquat dichloride),276,g/l
01030120093496,op:prd:00001266,SQUAD 200 SL,Herbisida,1,parakuat diklorida,200,g/l
01010120175687,op:prd:00001267,EMPIRE 280 EC,Insektisida,1,Emamektin Benzoat,30,g/l
01010120175687,op:prd:00001267,EMPIRE 280 EC,Insektisida,2,Klorfenapir,250,g/l
01010120175687,op:prd:00001267,EMPIRE 280 EC,Insektisida,3,Emamektin Benzoat,30,g/l
01010120175687,op:prd:00001267,EMPIRE 280 EC,Insektisida,4,Emamektin Benzoat,30,g/l
01010120175687,op:prd:00001267,EMPIRE 280 EC,Insektisida,5,Klorfenapir,250,g/l
01010120175687,op:prd:00001267,EMPIRE 280 EC,Insektisida,6,Klorfenapir,250,g/l
01010120175687,op:prd:00001267,EMPIRE 280 EC,Insektisida,7,Emamektin Benzoat,30,g/l
01010120175687,op:prd:00001267,EMPIRE 280 EC,Insektisida,8,Klorfenapir,250,g/l
01010120217210,op:prd:00001268,MTM 77 SP,Insektisida,1,metomil,77,%
01010120031778,op:prd:00001269,PRIMA-FUR 3 GR,Insektisida,1,Karbofuran,3,%
01020120165558,op:prd:00001270,ZORVEC ENCANTIA 300/30 SE,Fungisida,1,Famoksadon (Famoxadone),300,g/l
01020120165558,op:prd:00001270,ZORVEC ENCANTIA 300/30 SE,Fungisida,2,Oksatiapiprolin (Oxathiapiprolin),30,g/l
01030120248700,op:prd:00001271,SIGPLUS TURBO 276 SL*,Herbisida,1,Parakuat diklorida (setara dengan ion parakuat : 217 g/l),276,g/l
02140120269369,op:prd:00001272,FLYDROP 1 GB,Pestisida untuk peternakan,1,Thiamethoxam,1,%
04110120103800,op:prd:00001273,TIRAYAP 200 SL,Bahan pengawet kayu,1,Imidakloprid,200,g/l
01030120155313,op:prd:00001274,NEOCRON 80 OL,Herbisida,1,nikosulfuron,80,g/l
01010120259045,op:prd:00001275,CONDIOR 25 WP,Insektisida,1,Imidakloprid,25,%
01010120217265,op:prd:00001276,STARNOVA 50/100 OD,Insektisida,1,indoksakarb,100,g/l
