nomor_pendaftaran,produk_id,merk_dagang,pemegang_pendaftaran,jenis_pupuk,bentuk_formula,urutan,parameter,parameter_kunci,nilai_teks,jenis_nilai,kualifier,nilai_min,nilai_maks,pengali,satuan,catatan
01.01.2021.975,op:prd:00010026,GREEN SUBUR,CAHAYA ABADI,Pupuk Hara Makro Majemuk,Butiran (Granular),1,N,n,13%,numerik,,13,13,,%,
01.01.2021.975,op:prd:00010026,GREEN SUBUR,CAHAYA ABADI,Pupuk Hara Makro Majemuk,Butiran (Granular),2,P2O5,p2o5,6%,numerik,,6,6,,%,
01.01.2021.975,op:prd:00010026,GREEN SUBUR,CAHAYA ABADI,Pupuk Hara Makro Majemuk,Butiran (Granular),3,K2O,k2o,27%,numerik,,27,27,,%,
01.01.2021.975,op:prd:00010026,GREEN SUBUR,CAHAYA ABADI,Pupuk Hara Makro Majemuk,Butiran (Granular),4,Kadar air,kadar air,"1,47%",numerik,,1.47,1.47,,%,
02.01.2025.413,op:prd:00010027,KATAINDOGANIK,KARYA TANI INDONESIA,Pupuk Organik,Butiran (Granular),1,C-organik,c-organik,"17,05 %",numerik,,17.05,17.05,,%,
02.01.2025.413,op:prd:00010027,KATAINDOGANIK,KARYA TANI INDONESIA,Pupuk Organik,Butiran (Granular),2,C/N,c/n,"24,71",numerik,,24.71,24.71,,,
02.01.2025.413,op:prd:00010027,KATAINDOGANIK,KARYA TANI INDONESIA,Pupuk Organik,Butiran (Granular),3,N + P2O5 + K2O,n + p2o5 + k2o,"2,97 %",numerik,,2.97,2.97,,%,
02.01.2025.413,op:prd:00010027,KATAINDOGANIK,KARYA TANI INDONESIA,Pupuk Organik,Butiran (Granular),4,Kadar Air,kadar air,"19,45 %",numerik,,19.45,19.45,,%,
02.01.2025.413,op:prd:00010027,KATAINDOGANIK,KARYA TANI INDONESIA,Pupuk Organik,Butiran (Granular),5,pH,ph,"7,3",numerik,,7.3,7.3,,,
02.01.2025.413,op:prd:00010027,KATAINDOGANIK,KARYA TANI INDONESIA,Pupuk Organik,Butiran (Granular),6,Fe-total,fe-total,11190 ppm,numerik,,11190,11190,,ppm,
02.01.2025.413,op:prd:00010027,KATAINDOGANIK,KARYA TANI INDONESIA,Pupuk Organik,Butiran (Granular),7,Fe-tersedia,fe-tersedia,262 ppm,numerik,,262,262,,ppm,
02.01.2025.413,op:prd:00010027,KATAINDOGANIK,KARYA TANI INDONESIA,Pupuk Organik,Butiran (Granular),8,Zn,zn,16 ppm,numerik,,16,16,,ppm,
01.03.2021.666,op:prd:00010028,FELO,MAJU MAKMUR UTOMO,Pupuk Hara Makro Majemuk,Tepung (Powder),1,N,n,15%,numerik,,15,15,,%,
01.03.2021.666,op:prd:00010028,FELO,MAJU MAKMUR UTOMO,Pupuk Hara Makro Majemuk,Tepung (Powder),2,P2O5,p2o5,30%,numerik,,30,30,,%,
01.03.2021.666,op:prd:00010028,FELO,MAJU MAKMUR UTOMO,Pupuk Hara Makro Majemuk,Tepung (Powder),3,K2O,k2o,15%,numerik,,15,15,,%,
01.03.2021.666,op:prd:00010028,FELO,MAJU MAKMUR UTOMO,Pupuk Hara Makro Majemuk,Tepung (Powder),4,Kadar air,kadar air,"1,49%",numerik,,1.49,1.49,,%,
01.01.2023.1332,op:prd:00010029,Mahkota Fertilizer,SENTANA ADIDAYA PRATAMA,,Butiran (Granular),1,N,n,16%,numerik,,16,16,,%,
01.01.2023.1332,op:prd:00010029,Mahkota Fertilizer,SENTANA ADIDAYA PRATAMA,,Butiran (Granular),2,K2O,k2o,28%,numerik,,28,28,,%,
01.01.2023.1332,op:prd:00010029,Mahkota Fertilizer,SENTANA ADIDAYA PRATAMA,,Butiran (Granular),3,Kadar air,kadar air,2%,numerik,,2,2,,%,
01.01.2024.128,op:prd:00010030,MENTARI,PERMATA AGRO PERSADA,Pupuk Diamonium Fosfat (DAP) {(NH4)2HPO4},Butiran (Granular),1,N,n,"18,26%",numerik,,18.26,18.26,,%,
01.01.2024.128,op:prd:00010030,MENTARI,PERMATA AGRO PERSADA,Pupuk Diamonium Fosfat (DAP) {(NH4)2HPO4},Butiran (Granular),2,P2O5,p2o5,"46,34%",numerik,,46.34,46.34,,%,
01.01.2024.128,op:prd:00010030,MENTARI,PERMATA AGRO PERSADA,Pupuk Diamonium Fosfat (DAP) {(NH4)2HPO4},Butiran (Granular),3,"butiran lolos ayakan 5 US Mesh, tidak lolos ayakan 10 US Mesh","butiran lolos ayakan 5 us mesh, tidak lolos ayakan 10 us mesh","88,27%",numerik,,88.27,88.27,,%,
01.01.2024.128,op:prd:00010030,MENTARI,PERMATA AGRO PERSADA,Pupuk Diamonium Fosfat (DAP) {(NH4)2HPO4},Butiran (Granular),4,Kadar Air,kadar air,"1,93 %",numerik,,1.93,1.93,,%,
03.02.2022.312,op:prd:00010031,MONODON PLUS,FAJAR RIZQY TANI,Hayati Majemuk,Cair (Liquid),1,Azotobacter sp,azotobacter sp,"4,73 x 10^7 CFU/ml",numerik,,4.73,4.73,10000000,CFU/ml,
03.02.2022.312,op:prd:00010031,MONODON PLUS,FAJAR RIZQY TANI,Hayati Majemuk,Cair (Liquid),2,Bacillus sp,bacillus sp,"1,18 x 10^7 CFU/ml",numerik,,1.18,1.18,10000000,CFU/ml,
03.02.2022.312,op:prd:00010031,MONODON PLUS,FAJAR RIZQY TANI,Hayati Majemuk,Cair (Liquid),3,Lactobacillus sp,lactobacillus sp,"1,69 x 10^6 CFU/ml",numerik,,1.69,1.69,1000000,CFU/ml,
03.02.2022.312,op:prd:00010031,MONODON PLUS,FAJAR RIZQY TANI,Hayati Majemuk,Cair (Liquid),4,Rhizobium sp,rhizobium sp,"2,80 x 10^7 CFU/ml",numerik,,2.8,2.8,10000000,CFU/ml,
03.02.2022.312,op:prd:00010031,MONODON PLUS,FAJAR RIZQY TANI,Hayati Majemuk,Cair (Liquid),5,Saccharomyces sp,saccharomyces sp,"7,20 x 10^6 CFU/ml",numerik,,7.2,7.2,1000000,CFU/ml,
01.02.2022.1312,op:prd:00010032,Micronexus,MAJU MAKMUR UTOMO,,Cair (Liquid),1,N,n,7 %,numerik,,7,7,,%,
01.02.2022.1312,op:prd:00010032,Micronexus,MAJU MAKMUR UTOMO,,Cair (Liquid),2,K2O,k2o,6 %,numerik,,6,6,,%,
04.03.2025.223,op:prd:00010033,JatiBumi,CIPTO LANGGENG JOYO,Dolomit,Tepung (Powder),1,Magnesium (MgO),magnesium (mgo),"22,02 %",numerik,,22.02,22.02,,%,
04.03.2025.223,op:prd:00010033,JatiBumi,CIPTO LANGGENG JOYO,Dolomit,Tepung (Powder),2,Kalsium (CaO),kalsium (cao),"34,98 %",numerik,,34.98,34.98,,%,
04.03.2025.223,op:prd:00010033,JatiBumi,CIPTO LANGGENG JOYO,Dolomit,Tepung (Powder),3,Al2O3 + Fe2O3,al2o3 + fe2o3,"0,49 %",numerik,,0.49,0.49,,%,
04.03.2025.223,op:prd:00010033,JatiBumi,CIPTO LANGGENG JOYO,Dolomit,Tepung (Powder),4,Silikat (SiO2),silikat (sio2),"0,65 %",numerik,,0.65,0.65,,%,
04.03.2025.223,op:prd:00010033,JatiBumi,CIPTO LANGGENG JOYO,Dolomit,Tepung (Powder),5,Kadar Air,kadar air,"1,89 %",numerik,,1.89,1.89,,%,
04.03.2025.223,op:prd:00010033,JatiBumi,CIPTO LANGGENG JOYO,Dolomit,Tepung (Powder),6,Netralisasi (setara dengan CaCO3),netralisasi (setara dengan caco3),"101,94 %",numerik,,101.94,101.94,,%,
04.03.2025.223,op:prd:00010033,JatiBumi,CIPTO LANGGENG JOYO,Dolomit,Tepung (Powder),7,Kehalusan 25 Mesh,kehalusan 25 mesh,100 %,numerik,,100,100,,%,
04.03.2025.223,op:prd:00010033,JatiBumi,CIPTO LANGGENG JOYO,Dolomit,Tepung (Powder),8,Kehalusan 80 Mesh,kehalusan 80 mesh,"84,10 %",numerik,,84.1,84.1,,%,
04.03.2025.470,op:prd:00010034,BIO SOLID 17,SAWIT CENTER INDONESIA,Organik,Tepung (Powder),1,C-organik,c-organik,"35,00 %",numerik,,35,35,,%,
04.03.2025.470,op:prd:00010034,BIO SOLID 17,SAWIT CENTER INDONESIA,Organik,Tepung (Powder),2,C/N,c/n,"8,06",numerik,,8.06,8.06,,,
04.03.2025.470,op:prd:00010034,BIO SOLID 17,SAWIT CENTER INDONESIA,Organik,Tepung (Powder),3,Kadar Air,kadar air,"13,14 %",numerik,,13.14,13.14,,%,
04.03.2025.470,op:prd:00010034,BIO SOLID 17,SAWIT CENTER INDONESIA,Organik,Tepung (Powder),4,pH,ph,"6,9",numerik,,6.9,6.9,,,
04.03.2025.470,op:prd:00010034,BIO SOLID 17,SAWIT CENTER INDONESIA,Organik,Tepung (Powder),5,Fe-total,fe-total,"10404,73 ppm",numerik,,10404.73,10404.73,,ppm,
04.03.2025.470,op:prd:00010034,BIO SOLID 17,SAWIT CENTER INDONESIA,Organik,Tepung (Powder),6,Fe-tersedia,fe-tersedia,"495,01 ppm",numerik,,495.01,495.01,,ppm,
04.03.2025.470,op:prd:00010034,BIO SOLID 17,SAWIT CENTER INDONESIA,Organik,Tepung (Powder),7,Zn,zn,"189,18 ppm",numerik,,189.18,189.18,,ppm,
01.02.2025.354,op:prd:00010035,KALIJAGA,GEMILANG BERKAH USAHA,,Cair (Liquid),1,K2O,k2o,16%,numerik,,16,16,,%,
01.03.2022.1546,op:prd:00010036,MENTARI,PERMATA AGRO PERSADA,,Tepung (Powder),1,MgO,mgo,"27,58%",numerik,,27.58,27.58,,%,
01.03.2022.1546,op:prd:00010036,MENTARI,PERMATA AGRO PERSADA,,Tepung (Powder),2,S,s,"21,64%",numerik,,21.64,21.64,,%,
01.03.2022.1546,op:prd:00010036,MENTARI,PERMATA AGRO PERSADA,,Tepung (Powder),3,Kadar air,kadar air,"0,46%",numerik,,0.46,0.46,,%,
02.02.2022.311,op:prd:00010037,URGENT-A,AGSPEC INDONESIA,Pupuk Organik,Cair (Liquid),1,C-organik,c-organik,"12,10 %",numerik,,12.1,12.1,,%,
02.02.2022.311,op:prd:00010037,URGENT-A,AGSPEC INDONESIA,Pupuk Organik,Cair (Liquid),2,N + P2O5 + K2O,n + p2o5 + k2o,"5,59 %",numerik,,5.59,5.59,,%,
02.02.2022.311,op:prd:00010037,URGENT-A,AGSPEC INDONESIA,Pupuk Organik,Cair (Liquid),3,N-organik,n-organik,"1,31 %",numerik,,1.31,1.31,,%,
02.02.2022.311,op:prd:00010037,URGENT-A,AGSPEC INDONESIA,Pupuk Organik,Cair (Liquid),4,pH,ph,"4,94",numerik,,4.94,4.94,,,
02.02.2022.311,op:prd:00010037,URGENT-A,AGSPEC INDONESIA,Pupuk Organik,Cair (Liquid),5,Fe-total,fe-total,"465,10 ppm",numerik,,465.1,465.1,,ppm,
02.02.2022.311,op:prd:00010037,URGENT-A,AGSPEC INDONESIA,Pupuk Organik,Cair (Liquid),6,Cu-total,cu-total,"25,06 ppm",numerik,,25.06,25.06,,ppm,
02.02.2022.311,op:prd:00010037,URGENT-A,AGSPEC INDONESIA,Pupuk Organik,Cair (Liquid),7,Mo-total,mo-total,"3,06 ppm",numerik,,3.06,3.06,,ppm,
01.03.2021.544,op:prd:00010038,GARDENA D,MULTI SARANA INDOTANI,Pupuk Hara Makro Majemuk,Tepung (Powder),1,N,n,29%,numerik,,29,29,,%,
01.03.2021.544,op:prd:00010038,GARDENA D,MULTI SARANA INDOTANI,Pupuk Hara Makro Majemuk,Tepung (Powder),2,P2O5,p2o5,9%,numerik,,9,9,,%,
01.03.2021.544,op:prd:00010038,GARDENA D,MULTI SARANA INDOTANI,Pupuk Hara Makro Majemuk,Tepung (Powder),3,K2O,k2o,12%,numerik,,12,12,,%,
01.03.2021.544,op:prd:00010038,GARDENA D,MULTI SARANA INDOTANI,Pupuk Hara Makro Majemuk,Tepung (Powder),4,Kadar air,kadar air,"0,74%",numerik,,0.74,0.74,,%,
01.03.2024.75,op:prd:00010039,MANOHARA,MITRA TANI ABADI JAYA,,Tepung (Powder),1,Zn,zn,"3,9 %",numerik,,3.9,3.9,,%,
01.03.2024.75,op:prd:00010039,MANOHARA,MITRA TANI ABADI JAYA,,Tepung (Powder),2,B,b,"6,8 %",numerik,,6.8,6.8,,%,
01.03.2024.75,op:prd:00010039,MANOHARA,MITRA TANI ABADI JAYA,,Tepung (Powder),3,Kadar Air,kadar air,"0,05 %",numerik,,0.05,0.05,,%,
04.03.2026.220,op:prd:00010040,SHB 99,PUTRA SHB SEJAHTERA,Pembenah Tanah Dolomit,Tepung (Powder),1,Magnesium (MgO),magnesium (mgo),"20,09 %",numerik,,20.09,20.09,,%,
04.03.2026.220,op:prd:00010040,SHB 99,PUTRA SHB SEJAHTERA,Pembenah Tanah Dolomit,Tepung (Powder),2,Kalsium (CaO),kalsium (cao),"30,60 %",numerik,,30.6,30.6,,%,
04.03.2026.220,op:prd:00010040,SHB 99,PUTRA SHB SEJAHTERA,Pembenah Tanah Dolomit,Tepung (Powder),3,Al2O3 + Fe2O3,al2o3 + fe2o3,"1,68 %",numerik,,1.68,1.68,,%,
04.03.2026.220,op:prd:00010040,SHB 99,PUTRA SHB SEJAHTERA,Pembenah Tanah Dolomit,Tepung (Powder),4,Silikat (SiO2),silikat (sio2),"0,08 %",numerik,,0.08,0.08,,%,
04.03.2026.220,op:prd:00010040,SHB 99,PUTRA SHB SEJAHTERA,Pembenah Tanah Dolomit,Tepung (Powder),5,Kadar Air,kadar air,"1,73 %",numerik,,1.73,1.73,,%,
04.03.2026.220,op:prd:00010040,SHB 99,PUTRA SHB SEJAHTERA,Pembenah Tanah Dolomit,Tepung (Powder),6,Netralisasi (setara dengan CaCO3),netralisasi (setara dengan caco3),100 %,numerik,,100,100,,%,
04.03.2026.220,op:prd:00010040,SHB 99,PUTRA SHB SEJAHTERA,Pembenah Tanah Dolomit,Tepung (Powder),7,Kehalusan 25 Mesh,kehalusan 25 mesh,100 %,numerik,,100,100,,%,
04.03.2026.220,op:prd:00010040,SHB 99,PUTRA SHB SEJAHTERA,Pembenah Tanah Dolomit,Tepung (Powder),8,Kehalusan 80 Mesh,kehalusan 80 mesh,"76,31 %",numerik,,76.31,76.31,,%,
03.02.2026.131,op:prd:00010041,MANZUMA,BERKATINDO NUSANTARA BERSINAR,Pupuk Hayati Majemuk,Cair (Liquid),1,Bacillus sp,bacillus sp,"1,37 x 10^9 CFU/ml",numerik,,1.37,1.37,1000000000,CFU/ml,
03.02.2026.131,op:prd:00010041,MANZUMA,BERKATINDO NUSANTARA BERSINAR,Pupuk Hayati Majemuk,Cair (Liquid),2,Pseudomonas sp,pseudomonas sp,"1,06 x 10^8 CFU/ml",numerik,,1.06,1.06,100000000,CFU/ml,
03.02.2026.131,op:prd:00010041,MANZUMA,BERKATINDO NUSANTARA BERSINAR,Pupuk Hayati Majemuk,Cair (Liquid),3,Streptomyces sp,streptomyces sp,"1,05 x 10^8 CFU/ml",numerik,,1.05,1.05,100000000,CFU/ml,
03.02.2026.131,op:prd:00010041,MANZUMA,BERKATINDO NUSANTARA BERSINAR,Pupuk Hayati Majemuk,Cair (Liquid),4,Trichoderma sp,trichoderma sp,"8,27 x 10^7 CFU/ml",numerik,,8.27,8.27,10000000,CFU/ml,
01.05.2025.1004,op:prd:00010042,FORTANI,CV.KWADRAN JAYA MANDIRI,Pupuk Hara Makro Majemuk,Prill,1,N,n,"14,05 %",numerik,,14.05,14.05,,%,
01.05.2025.1004,op:prd:00010042,FORTANI,CV.KWADRAN JAYA MANDIRI,Pupuk Hara Makro Majemuk,Prill,2,P2O5,p2o5,"9,52 %",numerik,,9.52,9.52,,%,
01.05.2025.1004,op:prd:00010042,FORTANI,CV.KWADRAN JAYA MANDIRI,Pupuk Hara Makro Majemuk,Prill,3,Kadar Air,kadar air,"1,61 %",numerik,,1.61,1.61,,%,
02.03.2023.731,op:prd:00010043,FENG SHOU,GREENLIFE BIOSCIENCE,Pupuk Organik,Tepung (Powder),1,C-organik,c-organik,"22,65 %",numerik,,22.65,22.65,,%,
02.03.2023.731,op:prd:00010043,FENG SHOU,GREENLIFE BIOSCIENCE,Pupuk Organik,Tepung (Powder),2,C/N,c/n,"16,18",numerik,,16.18,16.18,,,
02.03.2023.731,op:prd:00010043,FENG SHOU,GREENLIFE BIOSCIENCE,Pupuk Organik,Tepung (Powder),3,N,n,"1,40 %",numerik,,1.4,1.4,,%,
02.03.2023.731,op:prd:00010043,FENG SHOU,GREENLIFE BIOSCIENCE,Pupuk Organik,Tepung (Powder),4,P2O5,p2o5,"0,04 %",numerik,,0.04,0.04,,%,
02.03.2023.731,op:prd:00010043,FENG SHOU,GREENLIFE BIOSCIENCE,Pupuk Organik,Tepung (Powder),5,K2O,k2o,"5,60 %",numerik,,5.6,5.6,,%,
02.03.2023.731,op:prd:00010043,FENG SHOU,GREENLIFE BIOSCIENCE,Pupuk Organik,Tepung (Powder),6,Kadar Air,kadar air,"18,75 %",numerik,,18.75,18.75,,%,
02.03.2023.731,op:prd:00010043,FENG SHOU,GREENLIFE BIOSCIENCE,Pupuk Organik,Tepung (Powder),7,pH,ph,"8,45",numerik,,8.45,8.45,,,
02.03.2023.731,op:prd:00010043,FENG SHOU,GREENLIFE BIOSCIENCE,Pupuk Organik,Tepung (Powder),8,Fe-total,fe-total,"4336,10 ppm",numerik,,4336.1,4336.1,,ppm,
02.03.2023.731,op:prd:00010043,FENG SHOU,GREENLIFE BIOSCIENCE,Pupuk Organik,Tepung (Powder),9,Fe-tersedia,fe-tersedia,"8,87 ppm",numerik,,8.87,8.87,,ppm,
02.03.2023.731,op:prd:00010043,FENG SHOU,GREENLIFE BIOSCIENCE,Pupuk Organik,Tepung (Powder),10,Zn,zn,"20,59 ppm",numerik,,20.59,20.59,,ppm,
02.02.2025.231,op:prd:00010044,ASIMUNO,SELLA SANGIANG ASRI,Pupuk Organik,Cair (Liquid),1,C-organik,c-organik,"11,98 %",numerik,,11.98,11.98,,%,
02.02.2025.231,op:prd:00010044,ASIMUNO,SELLA SANGIANG ASRI,Pupuk Organik,Cair (Liquid),2,N + P2O5 + K2O,n + p2o5 + k2o,"5,58 %",numerik,,5.58,5.58,,%,
02.02.2025.231,op:prd:00010044,ASIMUNO,SELLA SANGIANG ASRI,Pupuk Organik,Cair (Liquid),3,N-organik,n-organik,"3,20 %",numerik,,3.2,3.2,,%,
02.02.2025.231,op:prd:00010044,ASIMUNO,SELLA SANGIANG ASRI,Pupuk Organik,Cair (Liquid),4,pH,ph,"4,13",numerik,,4.13,4.13,,,
02.02.2025.231,op:prd:00010044,ASIMUNO,SELLA SANGIANG ASRI,Pupuk Organik,Cair (Liquid),5,Fe-total,fe-total,"95,91 ppm",numerik,,95.91,95.91,,ppm,
02.02.2025.231,op:prd:00010044,ASIMUNO,SELLA SANGIANG ASRI,Pupuk Organik,Cair (Liquid),6,Zn,zn,"39,14 ppm",numerik,,39.14,39.14,,ppm,
02.02.2025.231,op:prd:00010044,ASIMUNO,SELLA SANGIANG ASRI,Pupuk Organik,Cair (Liquid),7,Mo,mo,"3,08 ppm",numerik,,3.08,3.08,,ppm,
01.01.2022.1600,op:prd:00010045,JP86,PT.Alas Metuah Perdana,,Butiran (Granular),1,MgO,mgo,32 %,numerik,,32,32,,%,
01.01.2022.1600,op:prd:00010045,JP86,PT.Alas Metuah Perdana,,Butiran (Granular),2,Kadar Air,kadar air,"0,15 %",numerik,,0.15,0.15,,%,
03.02.2024.516,op:prd:00010046,OrganoDEGRA,PROSPER BIOTECH INDONESIA,Hayati Majemuk,Cair (Liquid),1,Lactobacillus sp,lactobacillus sp,"1,70 x 10^8 CFU/ml",numerik,,1.7,1.7,100000000,CFU/ml,
03.02.2024.516,op:prd:00010046,OrganoDEGRA,PROSPER BIOTECH INDONESIA,Hayati Majemuk,Cair (Liquid),2,Penicillium sp,penicillium sp,"1,00 x 10^6 CFU/ml",numerik,,1,1,1000000,CFU/ml,
03.02.2024.516,op:prd:00010046,OrganoDEGRA,PROSPER BIOTECH INDONESIA,Hayati Majemuk,Cair (Liquid),3,Saccharomyces sp,saccharomyces sp,"5,70 x 10^8 CFU/ml",numerik,,5.7,5.7,100000000,CFU/ml,
01.03.2022.1541,op:prd:00010047,MandaliCa,LABA INDOAGRO NUSANTARA,Pupuk Hara Makro Majemuk,Tepung (Powder),1,Zn,zn,"2,65%",numerik,,2.65,2.65,,%,
01.03.2022.1541,op:prd:00010047,MandaliCa,LABA INDOAGRO NUSANTARA,Pupuk Hara Makro Majemuk,Tepung (Powder),2,B,b,"4,10%",numerik,,4.1,4.1,,%,
01.03.2022.1541,op:prd:00010047,MandaliCa,LABA INDOAGRO NUSANTARA,Pupuk Hara Makro Majemuk,Tepung (Powder),3,MgO,mgo,"6,97%",numerik,,6.97,6.97,,%,
01.03.2022.1541,op:prd:00010047,MandaliCa,LABA INDOAGRO NUSANTARA,Pupuk Hara Makro Majemuk,Tepung (Powder),4,CaO,cao,15%,numerik,,15,15,,%,
01.03.2022.1541,op:prd:00010047,MandaliCa,LABA INDOAGRO NUSANTARA,Pupuk Hara Makro Majemuk,Tepung (Powder),5,Kadar air,kadar air,"0,62%",numerik,,0.62,0.62,,%,
01.01.2025.959,op:prd:00010048,DAUN SAWIT,PT. Multi Mas Chemindo,Pupuk Hara Makro Majemuk,Butiran (Granular),1,N,n,13%,numerik,,13,13,,%,
01.01.2025.959,op:prd:00010048,DAUN SAWIT,PT. Multi Mas Chemindo,Pupuk Hara Makro Majemuk,Butiran (Granular),2,P2O5,p2o5,6%,numerik,,6,6,,%,
01.01.2025.959,op:prd:00010048,DAUN SAWIT,PT. Multi Mas Chemindo,Pupuk Hara Makro Majemuk,Butiran (Granular),3,K2O,k2o,27%,numerik,,27,27,,%,
01.01.2025.959,op:prd:00010048,DAUN SAWIT,PT. Multi Mas Chemindo,Pupuk Hara Makro Majemuk,Butiran (Granular),4,MgO,mgo,4%,numerik,,4,4,,%,
01.01.2025.959,op:prd:00010048,DAUN SAWIT,PT. Multi Mas Chemindo,Pupuk Hara Makro Majemuk,Butiran (Granular),5,B,b,"0,65%",numerik,,0.65,0.65,,%,
01.01.2025.959,op:prd:00010048,DAUN SAWIT,PT. Multi Mas Chemindo,Pupuk Hara Makro Majemuk,Butiran (Granular),6,Kadar Air,kadar air,"2,98%",numerik,,2.98,2.98,,%,
01.01.2025.367,op:prd:00010049,BUNGA MERAH,AGRI HIKAY INDONESIA,Pupuk Hara Makro Majemuk,Butiran (Granular),1,N,n,12 %,numerik,,12,12,,%,
01.01.2025.367,op:prd:00010049,BUNGA MERAH,AGRI HIKAY INDONESIA,Pupuk Hara Makro Majemuk,Butiran (Granular),2,P2O5,p2o5,12 %,numerik,,12,12,,%,
01.01.2025.367,op:prd:00010049,BUNGA MERAH,AGRI HIKAY INDONESIA,Pupuk Hara Makro Majemuk,Butiran (Granular),3,K2O,k2o,17 %,numerik,,17,17,,%,
01.01.2025.367,op:prd:00010049,BUNGA MERAH,AGRI HIKAY INDONESIA,Pupuk Hara Makro Majemuk,Butiran (Granular),4,MgO,mgo,2 %,numerik,,2,2,,%,
01.01.2025.367,op:prd:00010049,BUNGA MERAH,AGRI HIKAY INDONESIA,Pupuk Hara Makro Majemuk,Butiran (Granular),5,Kadar Air,kadar air,"2,8 %",numerik,,2.8,2.8,,%,
01.03.2022.1786,op:prd:00010050,GANDATAN-B,JATI EMAS UNGGUL,Pupuk Hara Makro Majemuk,Tepung (Powder),1,Nitrogen,nitrogen,10%,numerik,,10,10,,%,
01.03.2022.1786,op:prd:00010050,GANDATAN-B,JATI EMAS UNGGUL,Pupuk Hara Makro Majemuk,Tepung (Powder),2,Fosfor,fosfor,20%,numerik,,20,20,,%,
01.03.2022.1786,op:prd:00010050,GANDATAN-B,JATI EMAS UNGGUL,Pupuk Hara Makro Majemuk,Tepung (Powder),3,Kalium,kalium,25%,numerik,,25,25,,%,
01.03.2022.1786,op:prd:00010050,GANDATAN-B,JATI EMAS UNGGUL,Pupuk Hara Makro Majemuk,Tepung (Powder),4,Kadar Air,kadar air,2%,numerik,,2,2,,%,
01.01.2025.550,op:prd:00010051,DGW,FERTILIZER INTI TECHNOLOGY,Pupuk Hara Makro Majemuk,Butiran (Granular),1,N,n,16%,numerik,,16,16,,%,
01.01.2025.550,op:prd:00010051,DGW,FERTILIZER INTI TECHNOLOGY,Pupuk Hara Makro Majemuk,Butiran (Granular),2,K2O,k2o,28%,numerik,,28,28,,%,
01.01.2025.550,op:prd:00010051,DGW,FERTILIZER INTI TECHNOLOGY,Pupuk Hara Makro Majemuk,Butiran (Granular),3,Kadar air,kadar air,"0,97%",numerik,,0.97,0.97,,%,
03.03.2021.314,op:prd:00010052,BIOSTCARE,PT. Sitosu Agro Cemerlang,Hayati Majemuk,Tepung (Powder),1,Azospirillum sp,azospirillum sp,"7,6 x 10^6 cfu/ml",numerik,,7.6,7.6,1000000,cfu/ml,
03.03.2021.314,op:prd:00010052,BIOSTCARE,PT. Sitosu Agro Cemerlang,Hayati Majemuk,Tepung (Powder),2,Azotobacter sp,azotobacter sp,"1,2 x 10^8 cfu/ml",numerik,,1.2,1.2,100000000,cfu/ml,
03.03.2021.314,op:prd:00010052,BIOSTCARE,PT. Sitosu Agro Cemerlang,Hayati Majemuk,Tepung (Powder),3,Bacillus sp,bacillus sp,"1,9 x 10^9 cfu/ml",numerik,,1.9,1.9,1000000000,cfu/ml,
01.02.2023.907,op:prd:00010053,NEO TRUB-SO,YAN UTAMA CORPORATION,Pupuk Hara Makro Majemuk,Cair (Liquid),1,N,n,"8,69%",numerik,,8.69,8.69,,%,
01.02.2023.907,op:prd:00010053,NEO TRUB-SO,YAN UTAMA CORPORATION,Pupuk Hara Makro Majemuk,Cair (Liquid),2,P2O5,p2o5,"2,87%",numerik,,2.87,2.87,,%,
01.02.2023.907,op:prd:00010053,NEO TRUB-SO,YAN UTAMA CORPORATION,Pupuk Hara Makro Majemuk,Cair (Liquid),3,K2O,k2o,"6,55%",numerik,,6.55,6.55,,%,
02.08.2024.421,op:prd:00010054,TANDUR,NATURAL NUSANTARA,Pupuk Organik,Bentuk Lainnya,1,C-organik,c-organik,"10,03 %",numerik,,10.03,10.03,,%,
02.08.2024.421,op:prd:00010054,TANDUR,NATURAL NUSANTARA,Pupuk Organik,Bentuk Lainnya,2,Total Nitrogen,total nitrogen,"4,25 %",numerik,,4.25,4.25,,%,
02.08.2024.421,op:prd:00010054,TANDUR,NATURAL NUSANTARA,Pupuk Organik,Bentuk Lainnya,3,pH,ph,"4,40",numerik,,4.4,4.4,,,
01.01.2025.774,op:prd:00010055,PETROKIMIA GRESIK,PETROKIMIA GRESIK,Pupuk Super Phosphate Tunggal {Ca(H2PO4)2},Butiran (Granular),1,P2O5 Total,p2o5 total,26%,numerik,,26,26,,%,
01.01.2025.774,op:prd:00010055,PETROKIMIA GRESIK,PETROKIMIA GRESIK,Pupuk Super Phosphate Tunggal {Ca(H2PO4)2},Butiran (Granular),2,P2O5 larut asam sitrat,p2o5 larut asam sitrat,18%,numerik,,18,18,,%,
01.01.2025.774,op:prd:00010055,PETROKIMIA GRESIK,PETROKIMIA GRESIK,Pupuk Super Phosphate Tunggal {Ca(H2PO4)2},Butiran (Granular),3,P2O5 larut air,p2o5 larut air,12%,numerik,,12,12,,%,
01.01.2025.774,op:prd:00010055,PETROKIMIA GRESIK,PETROKIMIA GRESIK,Pupuk Super Phosphate Tunggal {Ca(H2PO4)2},Butiran (Granular),4,S,s,5%,numerik,,5,5,,%,
