nama_asli,nama_kanonik,pendaftaran,sumber
PT. UPI CROPSCIENCE INDONESIA,PT. UPI CROPSCIENCE INDONESIA,1,pestisida
CV. AGRIJAYA,CV. AGRIJAYA,1,pestisida
PT. PROVIVI PHEROMONES INDONESIA,PT. PROVIVI PHEROMONES INDONESIA,1,pestisida
PT. DERAS KARET PRIMA,PT. DERAS KARET PRIMA,1,pestisida
INTI TANI NIAGA,PT. INTI TANI NIAGA,1,pupuk
PT. BIO AGRI LINK,PT. BIO AGRI LINK,1,pestisida
BIO AGRI LINK,PT. BIO AGRI LINK,1,pupuk
PT. Kiagus Syaiful Anwar,PT. Kiagus Syaiful Anwar,1,pestisida
CV. TANI ABADI BORNEO,CV. TANI ABADI BORNEO,1,pestisida
CV. H.C.S. POWERINDO,CV. H.C.S. POWERINDO,1,pestisida
H.C.S. POWERINDO,CV. H.C.S. POWERINDO,1,pupuk
PT. PUTRA SWADAYA PERKASA,PT. PUTRA SWADAYA PERKASA,1,pestisida
PT. GREENLIFE BIOSCIENCE,PT Greenlife Bioscience,1,pestisida
PT. OAT MITOKU AGRIO,PT.OAT MITOKU AGRIO,1,pestisida
PT. BINTANG KENCANA ANUGRAH,PT. BINTANG KENCANA ANUGRAH,1,pestisida
CV. BUMI LESTARI KINTAMANI,CV. BUMI LESTARI KINTAMANI,1,pestisida
PT. MEDPHOS CITRA MANDIRI,PT. MEDPHOS CITRA MANDIRI,1,pestisida
CV. CINDE LARAS,CV. CINDE LARAS,1,pestisida
PT. LADANG SUBUR SENTOSA,PT. LADANG SUBUR SENTOSA,1,pestisida
PT. AGRO TUNAS RAYA,PT. AGRO TUNAS RAYA,1,pestisida
PT. SARI SARANA KIMIATAMA,PT. SARI SARANA KIMIATAMA,1,pestisida
PT. CATUR KARTIKA JAYA,PT. CATUR KARTIKA JAYA,1,pestisida
CATUR KARTIKA JAYA,PT. CATUR KARTIKA JAYA,1,pupuk
PT.PROPADU KONAIR TARAHUBUN,PT. PROPADU KONAIR TARAHUBUN,1,pupuk-legacy
AROMA,AROMA,1,pestisida
PT. INTER ANEKA LESTARI KIMIA,PT. INTER ANEKA LESTARI KIMIA,1,pestisida
CV. TANI MUJUR,CV. TANI MUJUR,1,pestisida
PT. SIFA SAUDARA ABADI,PT. SIFA SAUDARA ABADI,1,pestisida
PT. MENARA JAYA LESTARI,PT. MENARA JAYA LESTARI,1,pestisida
CV. AGRINDO PERSADATAMA,CV. AGRINDO PERSADATAMA,1,pestisida
PT. SEJAHTERA EKOLOGIKA DUTA QUEMIKA,PT. SEJAHTERA EKOLOGIKA DUTA QUEMIKA,1,pestisida
PT. SML AGRO INDONESIA,PT. SML AGRO INDONESIA,1,pestisida
PT. SURYAMAS MENTARI,PT. SURYAMAS MENTARI,1,pestisida
PT. SINAR MAS AGRO RESOURCES AND TECHNOLOGY,PT. SINAR MAS AGRO RESOURCES AND TECHNOLOGY,1,pestisida
SINAR MAS AGRO RESOURCES AND TECHNOLOGY,PT. SINAR MAS AGRO RESOURCES AND TECHNOLOGY,1,pupuk
PT. SINAR HIDUP SATWA,PT. SINAR HIDUP SATWA,1,pestisida
PT. TEJA UTAMA INDOPAMENANG,PT. TEJA UTAMA INDOPAMENANG,1,pestisida
PT. PANCA TALENTAMAS,PT. PANCA TALENTAMAS,1,pestisida
PT. BUANA NATURA KIRANA,PT. BUANA NATURA KIRANA,1,pestisida
CV. SAHABAT AGRI SEJATI,CV. SAHABAT AGRI SEJATI,1,pestisida
CV. BARU INDONESIA,CV. BARU INDONESIA,1,pestisida
CV. SURYA UTAMA NIAGA TANI,CV. SURYA UTAMA NIAGA TANI,1,pestisida
PT. MESTIKA KARUNIA UTAMA,PT. MESTIKA KARUNIA UTAMA,1,pestisida
PT. NORVUS INDONESIA,PT. NORVUS INDONESIA,1,pestisida
REJEKI AGRO INDONESIA,PT. REJEKI AGRO INDONESIA,1,pupuk
PT. FARM HANNONG INDONESIA,PT. FARM HANNONG INDONESIA,1,pestisida
CV. AZKIA BINTANG NUSANTARA,CV. AZKIA BINTANG NUSANTARA,1,pestisida
PT. MITRA BIOSEKURITI SOLUSI,PT. MITRA BIOSEKURITI SOLUSI,1,pestisida
MEGAN GALUS KINANTAN,MEGAN GALUS KINANTAN,1,pestisida
PT. PRIMASID ANDALANUTAMA,PT. PRIMASID ANDALANUTAMA,1,pestisida
PRIMASID ANDALANUTAMA,PT. PRIMASID ANDALANUTAMA,1,pupuk
CV. KOLEKTIF SURYA CEMERLANG,CV. KOLEKTIF SURYA CEMERLANG,1,pestisida
PT. AVIA AVIAN,PT. AVIA AVIAN,1,pestisida
PT. MULTIKRIDA JAYA UTAMA,PT. MULTIKRIDA JAYA UTAMA,1,pestisida
CV. BERKAT MANNA MAJU,CV. BERKAT MANNA MAJU,1,pestisida
PT. LABEZAR UTAMA INDONESIA,PT. LABEZAR UTAMA INDONESIA,1,pestisida
LABEZAR UTAMA INDONESIA,PT. LABEZAR UTAMA INDONESIA,1,pupuk
PT. SINAR RAFLESIA SELATAN,PT. SINAR RAFLESIA SELATAN,1,pestisida
PT. LUAS BIRUS UTAMA,PT. LUAS BIRUS UTAMA,1,pestisida
PT. FADJAR PURNASARANA,PT. FADJAR PURNASARANA,1,pestisida
PT. PT. Anugerah Sarana Hayati,PT. PT. Anugerah Sarana Hayati,1,pestisida
PT. SURYA AGROCHEM MITRA ABADI,PT. SURYA AGROCHEM MITRA ABADI,1,pestisida
CV. AGRO MIFTAHUL KHISBA,CV. AGRO MIFTAHUL KHISBA,1,pestisida
PT. DAYA MERRY PERSADA,PT. DAYA MERRY PERSADA,1,pestisida
DAYA MERRY PERSADA,PT. DAYA MERRY PERSADA,1,pupuk
PT. WAHANA MAS,PT. WAHANA MAS,1,pestisida
PT. GERBANG CAHAYA UTAMA,PT. GERBANG CAHAYA UTAMA,1,pestisida
CV. EUREEKA INDONESIA,CV. EUREEKA INDONESIA,1,pestisida
EUREEKA INDONESIA,CV. EUREEKA INDONESIA,1,pupuk
CV. MANDIRI ANUGERAH ABADI,CV. MANDIRI ANUGERAH ABADI,1,pestisida
PT. CITA AGUNG JAYA,PT. CITA AGUNG JAYA,1,pestisida
PT. INDESSO AROMA,PT. INDESSO AROMA,1,pestisida
CV. NUSAGRI,CV. NUSAGRI,1,pestisida
PT. MEDION ARDHIKA BHAKTI,PT. MEDION ARDHIKA BHAKTI,1,pestisida
CV. RAJA BENUA MAS,CV. RAJA BENUA MAS,1,pestisida
PT. UNITED ALACRITY INDONESIA,PT. UNITED ALACRITY INDONESIA,1,pestisida
PT. BUDI MUTU PRIMA,PT. BUDI MUTU PRIMA,1,pestisida
PT. DWIJAYA PERKASA ABADI,PT. DWIJAYA PERKASA ABADI,1,pestisida
PT. GRAHA ESA,PT. GRAHA ESA,1,pestisida
CV. NAZA AGRO'S,CV. NAZA AGRO'S,1,pestisida
NAZA AGRO'S,CV. NAZA AGRO'S,1,pupuk
PT. BIOJOYO TEKNOLOGI INDUSTRI,PT. BIOJOYO TEKNOLOGI INDUSTRI,1,pestisida
CV. LIVE ANGKASA,CV. LIVE ANGKASA,1,pestisida
PT. KOIN TUNGGAL JAYA,PT. KOIN TUNGGAL JAYA,1,pestisida
PT. ETOS INDONUSA,PT. ETOS INDONUSA,1,pestisida
CV. GRAHA FERTICON PERKASA,CV. GRAHA FERTICON PERKASA,1,pestisida
PT. SINAR ANTJOL,PT. SINAR ANTJOL,1,pestisida
PT. NATUR AGRI TANI,PT. NATUR AGRI TANI,1,pestisida
PT. FADJAR AGRO SARANA,PT. FADJAR AGRO SARANA,1,pestisida
PT. WAHANA KENCANA INDONESIA,PT. WAHANA KENCANA INDONESIA,1,pestisida
PT. TANI PERKASA KIMINDO,PT. TANI PERKASA KIMINDO,1,pestisida
PT. SANDAR INTERNATIONAL,PT. SANDAR INTERNATIONAL,1,pestisida
SUMBER UTAMA TANI,SUMBER UTAMA TANI,1,pupuk
PT Prosper Biotech Indonesia,PT Prosper Biotech Indonesia,1,pupuk-legacy
DAMAI SINERGI NUSANTARA,DAMAI SINERGI NUSANTARA,1,pupuk
HATTARA CITRA ARGO,CV. Hattara Citra Argo,1,pupuk
CV. Hattara Citra Argo,CV. Hattara Citra Argo,1,pupuk
SAMAWA AGRO PERSADA,SAMAWA AGRO PERSADA,1,pupuk
STELLAR AGRI INDONESIA,STELLAR AGRI INDONESIA,1,pupuk
SAWONGGALING NUSANTARA,SAWONGGALING NUSANTARA,1,pupuk
CV. SURYA PETANI,CV. SURYA PETANI,1,pupuk
FAJAR RIZQY TANI,FAJAR RIZQY TANI,1,pupuk
GEMILANG BERKAH USAHA,GEMILANG BERKAH USAHA,1,pupuk
PUTRA SHB SEJAHTERA,PUTRA SHB SEJAHTERA,1,pupuk
BERKATINDO NUSANTARA BERSINAR,BERKATINDO NUSANTARA BERSINAR,1,pupuk
CV.KWADRAN JAYA MANDIRI,CV.KWADRAN JAYA MANDIRI,1,pupuk
PT. Sitosu Agro Cemerlang,PT. Sitosu Agro Cemerlang,1,pupuk
SITOSU AGRO CEMERLANG,PT. Sitosu Agro Cemerlang,1,pupuk
BENIH ROMAN AGRO,BENIH ROMAN AGRO,1,pupuk
PT. GALATTA LESTARINDO,PT. GALATTA LESTARINDO,1,pupuk-legacy
PT. ROJO KOYO MANUNGGAL GROUP,PT. ROJO KOYO MANUNGGAL GROUP,1,pupuk
PT. INDORAYA MITRA PERSADA SERATUS ENAM PULUH DELAPAN,PT. INDORAYA MITRA PERSADA SERATUS ENAM PULUH DELAPAN,1,pupuk-legacy
CV. SAKINA AGRO INDUSTRI,CV. SAKINA AGRO INDUSTRI,1,pupuk
PT.AGRITEK SUKSES INDONESIA,PT.AGRITEK SUKSES INDONESIA,1,pupuk
CV. DANA INDO AGRI,CV. DANA INDO AGRI,1,pupuk-legacy
PT. NUSA PALAPA GEMILANG,PT. NUSA PALAPA GEMILANG,1,pupuk-legacy
BUMI MAKMUR WIDYADHANA,BUMI MAKMUR WIDYADHANA,1,pupuk
RATAMA ELON PERKASA,RATAMA ELON PERKASA,1,pupuk
HIDUP TUMBUH BERJAYA,HIDUP TUMBUH BERJAYA,1,pupuk
ULIE HOPE SO,ULIE HOPE SO,1,pupuk
PT.MANDIRI DASAR UTAMA,PT.MANDIRI DASAR UTAMA,1,pupuk
MANDIRI DASAR UTAMA,PT.MANDIRI DASAR UTAMA,1,pupuk
BIOTEK AGRO NUSANTARA,BIOTEK AGRO NUSANTARA,1,pupuk
ASTINA MEGAH ABADI,ASTINA MEGAH ABADI,1,pupuk
ANAYA GLOBAL INDONESIA,ANAYA GLOBAL INDONESIA,1,pupuk
SINAR ADHIKARI ARYASATYA,SINAR ADHIKARI ARYASATYA,1,pupuk
BERKAH ALAM NUSANTARA FERTILIZER,BERKAH ALAM NUSANTARA FERTILIZER,1,pupuk
JANTHO MAJU TANI,JANTHO MAJU TANI,1,pupuk
ORGANIK KARYA INDONESIA,ORGANIK KARYA INDONESIA,1,pupuk
PT GREEN PLANET INDONESIA,PT GREEN PLANET INDONESIA,1,pupuk-legacy
HARMONI INCORPORATION,HARMONI INCORPORATION,1,pupuk
PT. Agrofarm Nusa Raya,PT. Agrofarm Nusa Raya,1,pupuk-legacy
POSCO INTERNATIONAL INDONESIA,POSCO INTERNATIONAL INDONESIA,1,pupuk
PT CHEIL JEDANG INDONESIA,PT CHEIL JEDANG INDONESIA,1,pupuk-legacy
PT. Artha Prima Humatindo,PT. Artha Prima Humatindo,1,pupuk-legacy
TOGA CIPTA FLORA,TOGA CIPTA FLORA,1,pupuk
CV. DARMAPURI AGRO SEMESTA,CV. DARMAPURI AGRO SEMESTA,1,pupuk
PT. MULYO TANI MAKMUR,CV. Mulyo Tani Makmur,1,pupuk
CV. Agroxplore Indonesia,CV. Agroxplore Indonesia,1,pupuk
WILDO NATURAL INDONESIA,WILDO NATURAL INDONESIA,1,pupuk
RIZKY AGRO MAKMUR,RIZKY AGRO MAKMUR,1,pupuk
PT.WONDERINDO PHARMATAMA,PT.WONDERINDO PHARMATAMA,1,pupuk-legacy
MESS JAYA INDONESIA,MESS JAYA INDONESIA,1,pupuk
BIOCARE INDONESIA LANGGENG,BIOCARE INDONESIA LANGGENG,1,pupuk
JENGGONG MULYA JAYA SENTOSA,JENGGONG MULYA JAYA SENTOSA,1,pupuk
PANEN INTI NUSANTARA,PANEN INTI NUSANTARA,1,pupuk
GUNUNG MAS MAHRAJA GURAH,GUNUNG MAS MAHRAJA GURAH,1,pupuk
SINERGI CATALIS INDONESIA,SINERGI CATALIS INDONESIA,1,pupuk
SOIL AGRO SOLUTION,SOIL AGRO SOLUTION,1,pupuk
PELITA SAWIT NUSANTARA,PELITA SAWIT NUSANTARA,1,pupuk
TANAHMERAH BERKAT BESTARI,TANAHMERAH BERKAT BESTARI,1,pupuk
CV. Subur Makmur Sejahtera,CV. Subur Makmur Sejahtera,1,pupuk-legacy
JAL SANI,JAL SANI,1,pupuk
MANDIRI SAPROTAN JAYA,MANDIRI SAPROTAN JAYA,1,pupuk
PT. Agro Tani Marisi,PT. Agro Tani Marisi,1,pupuk-legacy
MINARET CROWN ENERGY INTERNATIONAL,MINARET CROWN ENERGY INTERNATIONAL,1,pupuk
BULAN BINTANG JAYA,BULAN BINTANG JAYA,1,pupuk
COKRO JOYO MITRA TANI,COKRO JOYO MITRA TANI,1,pupuk
PT. Barokah Pinilih Agrotama,PT. Barokah Pinilih Agrotama,1,pupuk
FITRIINDO LITE,FITRIINDO LITE,1,pupuk
SUPRANUSA INDOGITA,SUPRANUSA INDOGITA,1,pupuk
JAVANICA AGROSCIENCE INDONESIA,JAVANICA AGROSCIENCE INDONESIA,1,pupuk
KAYA ALAM INDUSTRI,KAYA ALAM INDUSTRI,1,pupuk
PRIMA PANCA AGRO,PRIMA PANCA AGRO,1,pupuk
PUPUK INDONESIA NIAGA,PUPUK INDONESIA NIAGA,1,pupuk
PUTRA KEMBAR BINJAI,PUTRA KEMBAR BINJAI,1,pupuk
CV. Agro Santanindo,CV. Agro Santanindo,1,pupuk-legacy
CV. MAKMUR SEMBADA,CV. Makmur Sembada,1,pupuk-legacy
DANGIANG SRI,DANGIANG SRI,1,pupuk
PT HIJAU BUMI INDONESIA,PT HIJAU BUMI INDONESIA,1,pupuk
PABRIK GULA RAJAWALI II,PABRIK GULA RAJAWALI II,1,pupuk
RIZQI SEMESTA,RIZQI SEMESTA,1,pupuk
MAYANGKARA INDO TANAM,MAYANGKARA INDO TANAM,1,pupuk
CAHAYA AGROLEV KENCANA,CAHAYA AGROLEV KENCANA,1,pupuk
MUTU AGROBIOCHEM NUSANTARA,MUTU AGROBIOCHEM NUSANTARA,1,pupuk
GAHENDRA ABADI JAYA,GAHENDRA ABADI JAYA,1,pupuk
PEKEBUN SWADAYA KELAPA SAWIT LABUHANBATU,PEKEBUN SWADAYA KELAPA SAWIT LABUHANBATU,1,pupuk
TAKA SARANA TEKNO,TAKA SARANA TEKNO,1,pupuk
BIO AGRO LESTARI INDONESIA,BIO AGRO LESTARI INDONESIA,1,pupuk
MUTIARA BENIH NUSANTARA,MUTIARA BENIH NUSANTARA,1,pupuk
PETRO BUMI HIJAU GRESIK,PETRO BUMI HIJAU GRESIK,1,pupuk
BARDLIN PRAWARA LOKA,BARDLIN PRAWARA LOKA,1,pupuk
TATA TANI INDONESIA,TATA TANI INDONESIA,1,pupuk
IRQ MAKMUR JAYA,PT. IRQ MAKMUR JAYA,1,pupuk
CV. BUMI NUSANTARA,CV. BUMI NUSANTARA,1,pupuk-legacy
CV JAYA SRI BERSAMA,CV JAYA SRI BERSAMA,1,pupuk-legacy
MAHAMERU ASTANA SRIYA,MAHAMERU ASTANA SRIYA,1,pupuk
BERKAH AUTO SUKSES SEJAHTERA,BERKAH AUTO SUKSES SEJAHTERA,1,pupuk
VIETINDO AGRO LESTARI,PT.Vietindo Agro Lestari,1,pupuk
PT.Vietindo Agro Lestari,PT.Vietindo Agro Lestari,1,pupuk-legacy
SEHAT BUMI SEMESTA,SEHAT BUMI SEMESTA,1,pupuk
CV. BIR ALI JAYA,CV. BIR ALI JAYA,1,pupuk
SUMBER MAKMUR AGROINDO,SUMBER MAKMUR AGROINDO,1,pupuk
PT. FORMULA DISTRIBUSI KIMIA,PT. FORMULA DISTRIBUSI KIMIA,1,pupuk
FORMULA DISTRIBUSI KIMIA,PT. FORMULA DISTRIBUSI KIMIA,1,pupuk
PRATAMA BUANA RAYA,PRATAMA BUANA RAYA,1,pupuk
IRSYAM BINA FLORA,IRSYAM BINA FLORA,1,pupuk
SHANI PURA,SHANI PURA,1,pupuk
AGRO CULTURE,AGRO CULTURE,1,pupuk
MTW LAM BLANG,MTW LAM BLANG,1,pupuk
BUNAYYA AGRI,BUNAYYA AGRI,1,pupuk
BINTANG WARNA,BINTANG WARNA,1,pupuk
SASA INTI,PT SASA INTI,1,pupuk
PT SASA INTI,PT SASA INTI,1,pupuk-legacy
CV. Bintang Berlian,CV. Bintang Berlian,1,pupuk
BINTANG BERLIAN,CV. Bintang Berlian,1,pupuk
ZPT NATURE INDONESIA,ZPT NATURE INDONESIA,1,pupuk
PUTRA KRUENG JREU,PUTRA KRUENG JREU,1,pupuk
JAYA ABADI JAYA,JAYA ABADI JAYA,1,pupuk
PT. BIO MARAJA NUSANTARA,PT. BIO MARAJA NUSANTARA,1,pupuk
KRT GREEN INDONESIA,KRT GREEN INDONESIA,1,pupuk
CV. Bakti Alam Nusantara,CV. Bakti Alam Nusantara,1,pupuk-legacy
CV.MITRA FARM MAJU BERSAMA,CV.MITRA FARM MAJU BERSAMA,1,pupuk
ZEE LORA GLOBAL INTERNASIONAL,ZEE LORA GLOBAL INTERNASIONAL,1,pupuk
WASKITA INTI NUSANTARA,WASKITA INTI NUSANTARA,1,pupuk
CV. Flow Utama Nusantara,CV. Flow Utama Nusantara,1,pupuk
GEMILANG AGRO AGRAMIN,GEMILANG AGRO AGRAMIN,1,pupuk
SOMPOAN SULAWESI SEJAHTERA,SOMPOAN SULAWESI SEJAHTERA,1,pupuk
CV. NOVIE AGRO INDUSTRI,CV. NOVIE AGRO INDUSTRI,1,pupuk-legacy
PETRO BUMI HIJAU,PETRO BUMI HIJAU,1,pupuk
LAWOY BUMI ANUGERAH,LAWOY BUMI ANUGERAH,1,pupuk
CAHAYA BUANA ASIA,CAHAYA BUANA ASIA,1,pupuk
ETHAN GROUP,ETHAN GROUP,1,pupuk
PT. AWAL TIGA MANDIRI,PT. AWAL TIGA MANDIRI,1,pupuk
BIO SAMURAI JAPKORI,BIO SAMURAI JAPKORI,1,pupuk
SUNAN DRAJAT LAMONGAN,SUNAN DRAJAT LAMONGAN,1,pupuk
CEPOGO AGRO LESTARI,CEPOGO AGRO LESTARI,1,pupuk
KARYA BIRU INOVASI,KARYA BIRU INOVASI,1,pupuk
HAYATI MAKMUR INDONESIA,HAYATI MAKMUR INDONESIA,1,pupuk
CV. GAZALA SEJAHTERA MADANI,CV. GAZALA SEJAHTERA MADANI,1,pupuk
CIN KOREA NUSANTARA INDONESIA,CIN KOREA NUSANTARA INDONESIA,1,pupuk
CV JAYA FARMINDO,CV JAYA FARMINDO,1,pupuk
CV. HMS GLOBAL,CV. HMS GLOBAL,1,pupuk
CV. Cipta Agrifarmerindo,CV. Cipta Agrifarmerindo,1,pupuk
WIJAYA SAKTI ABADI AGRIKULTUR,WIJAYA SAKTI ABADI AGRIKULTUR,1,pupuk
BUANA HIJAU PRATAMA,PT Buana Hijau Pratama,1,pupuk
PT Buana Hijau Pratama,PT Buana Hijau Pratama,1,pupuk
BAROKAH TANI JAYA BERSAMA,BAROKAH TANI JAYA BERSAMA,1,pupuk
DAKSA YEKTI PRATAMA,DAKSA YEKTI PRATAMA,1,pupuk
DAVIANDRA NIAGA NUSANTARA,DAVIANDRA NIAGA NUSANTARA,1,pupuk
AGRIMAS CITRA MANDIRI,AGRIMAS CITRA MANDIRI,1,pupuk
KARUNIA AGRI UTAMA,KARUNIA AGRI UTAMA,1,pupuk
MATAHARI AGRI BERSAMA,MATAHARI AGRI BERSAMA,1,pupuk
PT Agri Timur Mas,PT Agri Timur Mas,1,pupuk
AL HADID DUA PULUH,AL HADID DUA PULUH,1,pupuk
MAULANA WIJAYA MANDIRI,MAULANA WIJAYA MANDIRI,1,pupuk
PRODUKSI TERNAK MAJU SEJAHTERA,PRODUKSI TERNAK MAJU SEJAHTERA,1,pupuk
AGRO TANI PERTIWI,AGRO TANI PERTIWI,1,pupuk
POLARIS ORBIT INDONESIA,POLARIS ORBIT INDONESIA,1,pupuk
MEKAR TANI SUKSES,MEKAR TANI SUKSES,1,pupuk
HIDAYAH AGRO MULYA,HIDAYAH AGRO MULYA,1,pupuk
PT. KK Indonesia,PT. KK Indonesia,1,pupuk
KK INDONESIA,PT. KK Indonesia,1,pupuk
PT KREASI SADAWIRA UTAMA,PT KREASI SADAWIRA UTAMA,1,pupuk
GEMA FAJAR NUSANTARA,GEMA FAJAR NUSANTARA,1,pupuk
CV. SUMBER USAHA ABADI,CV. SUMBER USAHA ABADI,1,pupuk
BIOCHEM INTI GLOBAL,BIOCHEM INTI GLOBAL,1,pupuk
PT. Biosindo Mitra Jaya,PT. Biosindo Mitra Jaya,1,pupuk-legacy
ZAHRA INDO GREEN FARMERS,ZAHRA INDO GREEN FARMERS,1,pupuk
WASTEX TECHNOLOGY INDONESIA,WASTEX TECHNOLOGY INDONESIA,1,pupuk
TANI AGRI SUKSES,TANI AGRI SUKSES,1,pupuk
ANUGRAH LESTARI INDONESIA,ANUGRAH LESTARI INDONESIA,1,pupuk
PT. Zamrud Bumi Indonesia,PT. Zamrud Bumi Indonesia,1,pupuk
UD. KASIHAN JAYA,UD. KASIHAN JAYA,1,pupuk
BINA ZHINOFA INDUSTRI,BINA ZHINOFA INDUSTRI,1,pupuk
AUMA MAJU JAYA,AUMA MAJU JAYA,1,pupuk
ANEKA FLORA INDONESIA,ANEKA FLORA INDONESIA,1,pupuk
AGRO BERKAH MANDIRI JAYA,AGRO BERKAH MANDIRI JAYA,1,pupuk
CV ANANTA WINANGUN,CV ANANTA WINANGUN,1,pupuk
CV TOYOPAMA,CV TOYOPAMA,1,pupuk
SATRIA GUNUNG SAKTI,SATRIA GUNUNG SAKTI,1,pupuk
ZEO BENT AGRO,ZEO BENT AGRO,1,pupuk
YORIYUSAKIFA YUKI KOMPOS,YORIYUSAKIFA YUKI KOMPOS,1,pupuk
LEMBAH NUSA ALAM,LEMBAH NUSA ALAM,1,pupuk
SURYA BAHARI PERSADA,SURYA BAHARI PERSADA,1,pupuk
MAKASSAR AGRO MANDIRI,MAKASSAR AGRO MANDIRI,1,pupuk
TELSAP UTAMA,CV. Telsap Utama,1,pupuk
CV. Telsap Utama,CV. Telsap Utama,1,pupuk-legacy
TERRA BARU INDONESIA,TERRA BARU INDONESIA,1,pupuk
CIPTA ALAM MUKTI,CIPTA ALAM MUKTI,1,pupuk
PT. Selaras Alam Sejahtera,PT. Selaras Alam Sejahtera,1,pupuk-legacy
JEMBATAN MERAH INDAH,JEMBATAN MERAH INDAH,1,pupuk
ASRI JAYA RAYA,ASRI JAYA RAYA,1,pupuk
PT. ARTHASIDDHI SUKSES ANUGERAH,PT. ARTHASIDDHI SUKSES ANUGERAH,1,pupuk
ARTHASIDDHI SUKSES ANUGERAH,PT. ARTHASIDDHI SUKSES ANUGERAH,1,pupuk
SEKAR SARI JAYA,SEKAR SARI JAYA,1,pupuk
SRI DIPO NUSWANTORO,PT. Sri Dipo Nuswantoro,1,pupuk
PT. Sri Dipo Nuswantoro,PT. Sri Dipo Nuswantoro,1,pupuk-legacy
MENARA AGRO PRIMA,MENARA AGRO PRIMA,1,pupuk
AGRO MUJIZAT INTEGRASI NUSANTARA,AGRO MUJIZAT INTEGRASI NUSANTARA,1,pupuk
LENTERA KENCANA ABADI,LENTERA KENCANA ABADI,1,pupuk
CV. Bunga Agro Lestari,CV. Bunga Agro Lestari,1,pupuk
BUNGA AGRO LESTARI,CV. Bunga Agro Lestari,1,pupuk
SAMUDRA PUTRA SEJAHTERA,SAMUDRA PUTRA SEJAHTERA,1,pupuk
SARI TANI,SARI TANI,1,pupuk
BUMI MAKMUR SEJAHTERA LAMONGAN,BUMI MAKMUR SEJAHTERA LAMONGAN,1,pupuk
CV. PESANGGEM MITRA ABADI,CV. PESANGGEM MITRA ABADI,1,pupuk-legacy
CHRISTDO TITIAN JAYA,CV. Christdo Titian Jaya,1,pupuk
CV. Christdo Titian Jaya,CV. Christdo Titian Jaya,1,pupuk-legacy
BLANG RAYA INDO,BLANG RAYA INDO,1,pupuk
SINAR BUKIT SIAUR,SINAR BUKIT SIAUR,1,pupuk
AGRI NUSA TANI,AGRI NUSA TANI,1,pupuk
PUTRA MAKMUR BERJAYA,PUTRA MAKMUR BERJAYA,1,pupuk
TRASH FORMER INDONESIA,TRASH FORMER INDONESIA,1,pupuk
PETERNAKAN MAJU BERSAMA,PETERNAKAN MAJU BERSAMA,1,pupuk
SUSIANTO TANUDJAJA,SUSIANTO TANUDJAJA,1,pupuk
ARPINDO PERKASA,ARPINDO PERKASA,1,pupuk
AGROJAYA LESTARI,AGROJAYA LESTARI,1,pupuk
SUWARNI GLOBAL PERSADA,SUWARNI GLOBAL PERSADA,1,pupuk
JAVA INDAH,CV. JAVA INDAH,1,pupuk
CV. JAVA INDAH,CV. JAVA INDAH,1,pupuk-legacy
GHM FARM TECH,GHM FARM TECH,1,pupuk
NAGAMAS ARIF SEJATI,NAGAMAS ARIF SEJATI,1,pupuk
FERTILE ECOGREEN INDONESIA,FERTILE ECOGREEN INDONESIA,1,pupuk
SARI SUBUR LANGGENG JAYA,SARI SUBUR LANGGENG JAYA,1,pupuk
J.J TIGA PUTRI AGRICA,J.J TIGA PUTRI AGRICA,1,pupuk
MEGA KARYA GRESIK,MEGA KARYA GRESIK,1,pupuk
KOPERASI PRODUSEN KARYA NUGRAHA JAYA KUNINGAN,KOPERASI PRODUSEN KARYA NUGRAHA JAYA KUNINGAN,1,pupuk
RIAU TANI BERSATU,RIAU TANI BERSATU,1,pupuk
KEMINDO INTERNATIONAL,KEMINDO INTERNATIONAL,1,pupuk
PETROKIMIA GRESIK INDONESIA,PETROKIMIA GRESIK INDONESIA,1,pupuk
PT FIRDAUS BERJAYA INDAH,PT FIRDAUS BERJAYA INDAH,1,pupuk
FIDEC CIRCLE INDONESIA,FIDEC CIRCLE INDONESIA,1,pupuk
DUA RODA AGRO TERPADU,DUA RODA AGRO TERPADU,1,pupuk
DJUARA TANI NUSANTARA,DJUARA TANI NUSANTARA,1,pupuk
PUTRA SIHOBON JAYA,PUTRA SIHOBON JAYA,1,pupuk
CV. KIAT AGRO MANDIRI,CV. KIAT AGRO MANDIRI,1,pupuk
HARVANITA AGRO NUSA,HARVANITA AGRO NUSA,1,pupuk
ANTASENA TAMBANG MAKMUR,ANTASENA TAMBANG MAKMUR,1,pupuk
DUA POETRA JAYA AGROLINK,DUA POETRA JAYA AGROLINK,1,pupuk
BERKAH SUKSES TEKNOLOGI,BERKAH SUKSES TEKNOLOGI,1,pupuk
WILMA RAGAM INFOPEN,WILMA RAGAM INFOPEN,1,pupuk
RIAU PRIMA ENERGI,RIAU PRIMA ENERGI,1,pupuk
DUPA WANGI FERTILINDO,DUPA WANGI FERTILINDO,1,pupuk
SUMBER BERKAH AGRO SANTOSA,SUMBER BERKAH AGRO SANTOSA,1,pupuk
TERRA AGRO PERSADA,TERRA AGRO PERSADA,1,pupuk
CV. Mino Tangguh Mandiri,CV. Mino Tangguh Mandiri,1,pupuk
DELTA ANUGRAH SUBUR SEJAHTERA,DELTA ANUGRAH SUBUR SEJAHTERA,1,pupuk
