nomor_pendaftaran,nama_produk,jenis_anomali,teks,keterangan
0420241328,CARBARYL 99 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
042018585,ACEPHATE 97 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420241319,NATRIUM 2.4-DINITROFENOL 98 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
042020843,ACTICIDE B 20,kurung-bukan-dosis,2H,Ditolak: satuan-tanpa-garis-miring.
032025598,VANTACOR 600 SC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
032016386,MATADOR 25 CS,kadar-kolom-bukan-angka,-,"satuanPestisida=""ml/l""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
01030120259284,Salufoste-p 106 SL,dosis-bentrok,"kolom=""1.5 - 3 l/ha"" kurung=""2 - 3 l/ha""","Komoditas ""Budidaya kelapa sawit (TM)"", OPT ""Ottochloa nodosa"". Kolom yang dipakai."
032017394,CLIPPER 25 OD,kadar-kolom-bukan-angka,Kebutuhan ekspor,"satuanPestisida=""ml/l""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
01030120238053,RAZIA 141 SL,dosis-bentrok,"kolom=""3 - 6 l/ha"" kurung=""4 - 5 l/ha""","Komoditas ""Budidaya padi sawah (TOT)"", OPT ""Leersia hexandra"". Kolom yang dipakai."
01030120238053,RAZIA 141 SL,dosis-bentrok,"kolom=""3 - 6 l/ha"" kurung=""4 - 5 l/ha""","Komoditas ""Budidaya padi sawah (TOT)"", OPT ""Paspalum disticum"". Kolom yang dipakai."
01030120238053,RAZIA 141 SL,dosis-bentrok,"kolom=""3 - 6 l/ha"" kurung=""3 - 5 l/ha""","Komoditas ""Budidaya kelapa sawit (TM)"", OPT ""Clidemia hirta"". Kolom yang dipakai."
01030120238053,RAZIA 141 SL,dosis-bentrok,"kolom=""3 - 6 l/ha"" kurung=""3 - 5 l/ha""","Komoditas ""Budidaya kelapa sawit (TM)"", OPT ""Praxelis clematidea"". Kolom yang dipakai."
01030120238053,RAZIA 141 SL,dosis-bentrok,"kolom=""3 - 6 l/ha"" kurung=""3 - 5 l/ha""","Komoditas ""Budidaya kelapa sawit (TM)"", OPT ""Asystasia gangetica"". Kolom yang dipakai."
01030120238053,RAZIA 141 SL,dosis-bentrok,"kolom=""3 - 6 l/ha"" kurung=""3 - 5 l/ha""","Komoditas ""Budidaya kelapa sawit (TM)"", OPT ""Melastoma affine"". Kolom yang dipakai."
01030120238053,RAZIA 141 SL,dosis-bentrok,"kolom=""3 - 6 l/ha"" kurung=""3 - 5 l/ha""","Komoditas ""Budidaya karet (TM)"", OPT ""Asystasia gangetica"". Kolom yang dipakai."
01030120238053,RAZIA 141 SL,dosis-bentrok,"kolom=""3 - 6 l/ha"" kurung=""3 - 5 l/ha""","Komoditas ""Budidaya karet (TM)"", OPT ""Mikania micrantha"". Kolom yang dipakai."
01030120238053,RAZIA 141 SL,dosis-bentrok,"kolom=""3 - 6 l/ha"" kurung=""3 - 5 l/ha""","Komoditas ""Budidaya karet (TM)"", OPT ""Praxelis clematidea"". Kolom yang dipakai."
01030120238053,RAZIA 141 SL,dosis-bentrok,"kolom=""4 - 6 l/ha"" kurung=""3 - 5 l/ha""","Komoditas ""Budidaya karet (TM)"", OPT ""Paspalum conjugatum"". Kolom yang dipakai."
01030120238053,RAZIA 141 SL,dosis-bentrok,"kolom=""3 - 6 l/ha"" kurung=""3 - 5 l/ha""","Komoditas ""Budidaya karet (TM)"", OPT ""Ottochloa nodosa"". Kolom yang dipakai."
01030120238053,RAZIA 141 SL,dosis-bentrok,"kolom=""3 - 6 l/ha"" kurung=""3 - 5 l/ha""","Komoditas ""Budidaya karet (TM)"", OPT ""Axonophus compressus"". Kolom yang dipakai."
032025632,METHOMYL 50 SP,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420231212,Sanitized® CDO,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420241345,MICROCARE DH,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
042020888,PARAQUAT DICHLORIDE 42 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
032026658,PATHFINDER 100 OD,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420221011,AMETRYN 98 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
06120120072969,"PROTECTSAFE 0,005 BB",kadar-kolom-bukan-angka,Pengumpanan,"satuanPestisida=""-""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
032023542,OXAMYL 310 SL,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420221090,Zinc Omadine ZOE dispersion,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420251416,Indoxacarb 95 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420241324,SIHALOFOP BUTIL 98 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
032022539,ROUNDUP RENEW 486 SL,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
032024551,B-DA 250 SC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
032025623,PT-SANTAIS 25 WP,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
042018673,Proxel 106 Preservative,kadar-kolom-bukan-angka,-,"satuanPestisida=""%""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
032016387,VAPE ULTRA 0.015 MC,kadar-kolom-bukan-angka,Siap Pakai,"satuanPestisida=""-""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
032016387,VAPE ULTRA 0.015 MC,kadar-kolom-bukan-angka,Siap Pakai,"satuanPestisida=""-""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
0420241351,PREVENTOL D 9 PLUS,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
032021507,ALL COVER 75/450 EC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420231178,CYPERMETHRIN 92 % TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420261493,Acticide MBS,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
01020120042086,HEKSA 50 SC,kurung-bukan-dosis,Penyemprotan daun: 1 ml/l,Tidak berbentuk angka + satuan; dibiarkan sebagai keterangan.
01020120042086,HEKSA 50 SC,kurung-bukan-dosis,Penyiraman: 1 ml/l,Tidak berbentuk angka + satuan; dibiarkan sebagai keterangan.
042017447,MONOSULTAP 95 TC,kadar-kolom-bukan-angka,Tidak ada (Pendaftaran Bahan Teknis),"satuanPestisida=""%""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
042017447,MONOSULTAP 95 TC,kurung-bukan-dosis,Pendaftaran Bahan Teknis,Tidak berbentuk angka + satuan; dibiarkan sebagai keterangan.
032022526,VAPE MOSQUITO COIL Ma MC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420241312,INDOL-3-YLACETIC ACID 98 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
032025636,VAPE MOSQUITO COIL mg,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
06080120227311,HIT 0.606 MV,kadar-kolom-bukan-angka,siap pakai,"satuanPestisida=""-""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
06080120227311,HIT 0.606 MV,kadar-kolom-bukan-angka,siap pakai,"satuanPestisida=""-""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
0420241370,BIOX AM133,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420231176,CHLORPYRIFOS 97 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
032024573,F510 GO MIRAI,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420241311,GLYPHOSATE IPA 60 TA,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
032024581,VALEXIO 200 SC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
032022524,ENLAPIC 100 EC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
032021510,VERPIXO 100 SC,kadar-kolom-bukan-angka,Untuk keperluan ekspor,"satuanPestisida=""ml/l""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
042017437,BIOBAN™ BP-PLUS Preservative,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420221101,ISOPROPILAMINA GLIFOSAT 62 TK,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
042018611,BIOBAN™ 551 S Antimicrobial,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420261487,PHOXIM 91 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420231218,"2,4-D Sodium Salt 95 TC",entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420221009,ABAMECTIN 95 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420251435,BIOX P 520W,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
032025634,VAPE 15 MV,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420241338,KLORFENAPIR 98 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
06090120217031,Bithor 56.7/46.5 SC,kadar-kolom-bukan-angka,125 ml/10 L (sampai dengan 4 minggu),"satuanPestisida=""""; ditolak: satuan-terlalu-panjang. Teksnya dipertahankan pada dosis_teks."
06090120217031,Bithor 56.7/46.5 SC,baris-bukan-nama-ilmiah,Peringatan:,Baris ke-2 pada latinHamaKomoditas; tidak dijadikan OPT.
06090120217031,Bithor 56.7/46.5 SC,baris-bukan-nama-ilmiah,Tidak boleh digunakan oleh,Baris ke-3 pada latinHamaKomoditas; tidak dijadikan OPT.
06090120217031,Bithor 56.7/46.5 SC,baris-bukan-nama-ilmiah,"perorangan, hanya digunakan",Baris ke-4 pada latinHamaKomoditas; tidak dijadikan OPT.
06090120217031,Bithor 56.7/46.5 SC,baris-bukan-nama-ilmiah,oleh petugas dinas kesehatan/,Baris ke-5 pada latinHamaKomoditas; tidak dijadikan OPT.
06090120217031,Bithor 56.7/46.5 SC,baris-bukan-nama-ilmiah,pest control,Baris ke-6 pada latinHamaKomoditas; tidak dijadikan OPT.
042018521,DIFENOCONAZOLE 96 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
032025614,KO-Snail 6 RB,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
042021963,PARAQUAT DICHLORIDE 42 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420221096,GLIFOSAT 95 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420231172,AZOKSISTROBIN 98 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
032019472,LUMIVIA B 625 FS,kadar-kolom-bukan-angka,Untuk keperluan ekspor,"satuanPestisida=""""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
032025587,CARBOFURAN 10 GR,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
032023541,ORONDIS VIP 30/180 DC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
042018642,CARBENDAZIM 98 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420261516,MICROCARE QT,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420261492,MICROCARE CM,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420251443,PREVENTOL IT 14 MV,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
01040120227651,GIBERPAT 20 TB,baris-bukan-nama-ilmiah,"panjang malai, bobot 1000",Baris ke-2 pada latinHamaKomoditas; tidak dijadikan OPT.
01040120227651,GIBERPAT 20 TB,baris-bukan-nama-ilmiah,"butir, presentase gabah isi,",Baris ke-3 pada latinHamaKomoditas; tidak dijadikan OPT.
01040120227651,GIBERPAT 20 TB,baris-bukan-nama-ilmiah,"hasil ubinan, dan gabah per malai",Baris ke-4 pada latinHamaKomoditas; tidak dijadikan OPT.
01040120227651,GIBERPAT 20 TB,baris-bukan-nama-ilmiah,3 tablet/ha,Baris ke-5 pada latinHamaKomoditas; tidak dijadikan OPT.
042019687,DETRANS-1209 5 ME,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420241318,METSULFURON METHYL 96 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
032026659,SINOLIGHTNING 33/15 SL,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
042012292,TRANSFLUTRHIN 92 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
032025605,METHOMYL 98 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
032020495,CARBOFURAN 5 GR,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
042018591,CYPERMETHRIN 92 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
01030120155319,ROUNDUP TRANSORB 440SL,kadar-kolom-bukan-angka,2.5 l/ha s.d 2 jam setelah semprot (JSS),"satuanPestisida=""-""; ditolak: satuan-terlalu-panjang. Teksnya dipertahankan pada dosis_teks."
01030120155319,ROUNDUP TRANSORB 440SL,kadar-kolom-bukan-angka,2.5 l/ha s.d 2 jam setelah semprot (JSS),"satuanPestisida=""-""; ditolak: satuan-terlalu-panjang. Teksnya dipertahankan pada dosis_teks."
01030120155319,ROUNDUP TRANSORB 440SL,kadar-kolom-bukan-angka,2.5 l/ha s.d 2 jam setelah semprot (JSS),"satuanPestisida=""-""; ditolak: satuan-terlalu-panjang. Teksnya dipertahankan pada dosis_teks."
01030120155319,ROUNDUP TRANSORB 440SL,kadar-kolom-bukan-angka,2.5 l/ha s.d 2 jam setelah semprot (JSS),"satuanPestisida=""-""; ditolak: satuan-terlalu-panjang. Teksnya dipertahankan pada dosis_teks."
01030120155319,ROUNDUP TRANSORB 440SL,kadar-kolom-bukan-angka,2.5 l/ha s.d 2 jam setelah semprot (JSS),"satuanPestisida=""-""; ditolak: satuan-terlalu-panjang. Teksnya dipertahankan pada dosis_teks."
01030120155319,ROUNDUP TRANSORB 440SL,kadar-kolom-bukan-angka,2.5 l/ha s.d 3 jam setelah semprot (JSS),"satuanPestisida=""-""; ditolak: satuan-terlalu-panjang. Teksnya dipertahankan pada dosis_teks."
0420251373,Baicao Biotech,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
05100120103671,FUMITOXIN 56 PL*,kadar-kolom-bukan-angka,"1 kantung/11,3 ton (setara dengan 1 tablet/ton)","satuanPestisida=""-""; ditolak: satuan-terlalu-panjang. Teksnya dipertahankan pada dosis_teks."
0420241308,FIPRONIL 95 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
042021981,GLUFOSINATE-AMMONIUM 95 TC,kadar-kolom-bukan-angka,-,"satuanPestisida=""%""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
0420251414,GLUFOSINATE-AMMONIUM 95 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420221057,P-GLUFOSINAT 90 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
042018630,ROCIMA™ 640,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
042018630,ROCIMA™ 640,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
032025621,PT-Hello 250 EC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
042020857,GLYPHOSATE 95 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420251447,ABAMECTIN 92 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
042017492,FENTIN ASETAT 95 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420231143,SIHALOFOP BUTIL 97 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
01030120001560,ROUNDUP 486 SL,dosis-bentrok,"kolom=""3-4 l/ha"" kurung=""2-4 l/ha""","Komoditas ""Karet (TM)"", OPT ""Chromolaena odorata"". Kolom yang dipakai."
042018573,INTERCIDE DBF 10 DOTP,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420241276,ETHION 95 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420251393,ACEPHATE 97 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
032024555,TERMIDOR 96 SC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
032025617,METHOMYL 225 SL,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
01040120227653,GIBREL 10 SP,baris-bukan-nama-ilmiah,"per tanaman, diameter batang, bobot tongkol",Baris ke-2 pada latinHamaKomoditas; tidak dijadikan OPT.
01040120227653,GIBREL 10 SP,baris-bukan-nama-ilmiah,"per tanaman, indeks panen, dan bobot tongkol",Baris ke-3 pada latinHamaKomoditas; tidak dijadikan OPT.
0420261514,MICROCARE PM4,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
06090120072806,SPAR 1 GR,baris-bukan-nama-ilmiah,Kalimat peringatan :,Baris ke-2 pada latinHamaKomoditas; tidak dijadikan OPT.
06090120072806,SPAR 1 GR,baris-bukan-nama-ilmiah,Tidak boleh digunakan oleh,Baris ke-3 pada latinHamaKomoditas; tidak dijadikan OPT.
06090120072806,SPAR 1 GR,baris-bukan-nama-ilmiah,"perorangan, hanya digunakan",Baris ke-4 pada latinHamaKomoditas; tidak dijadikan OPT.
06090120072806,SPAR 1 GR,baris-bukan-nama-ilmiah,oleh petugas Dinas Kesehatan/,Baris ke-5 pada latinHamaKomoditas; tidak dijadikan OPT.
06090120072806,SPAR 1 GR,baris-bukan-nama-ilmiah,pest control,Baris ke-6 pada latinHamaKomoditas; tidak dijadikan OPT.
0420241321,PARAQUAT DICHLORIDE 42 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
042019749,PROPICONAZOLE 95 TC,kadar-kolom-bukan-angka,-,"satuanPestisida=""ml/l""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
