nama_produk,nomor_pendaftaran,jenis_pestisida,bentuk_formulasi,bahan_aktif,pemegang_pendaftaran,jenis_perseroan,perihal,bidang_penggunaan,komoditas_sasaran,tanggal_terbit,tanggal_berakhir,jml_perubahan_nama,jml_perubahan_pemegang,jml_perluasan,id,bahan_aktif_json,komoditas_json
Touchdown Neo 480 SL,01030120114050,Herbisida,"sistemik purna
tumbuh berbentuk larutan
dalam air",Isopropil amina glifosat 480 g/l,SYNGENTA INDONESIA,PT.,Pestisida Sintetik - Permohonan Izin Tetap Ulang Ganjil,,Jagung (TOT); Kelapa sawit (TM); Jagung PRG Toleran Glifosat; Budidaya Tanaman Hujan Tanaman Industri (HTI) Eucalyptus sp.; Budidaya tebu; Padi (TOT); Kelapa Sawit (TBM),2025-11-13,2030-11-13,2,0,1,33a27de3-e8cc-49f7-9302-d9367dd51c49,"[{""namaBahan"": ""Isopropil amina glifosat"", ""kadarBahan"": ""480"", ""satuanBahan"": ""g/l""}]","[{""hamaKomoditas"": ""Gulma berdaun lebar"", ""namaKomoditas"": ""Jagung (TOT)"", ""kadarPestisida"": ""3 - 4.5 "", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Praxelis clematidea""}, {""hamaKomoditas"": ""Gulma berdaun lebar"", ""namaKomoditas"": ""Jagung (TOT)"", ""kadarPestisida"": ""3 - 4.5 "", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Colopogonium mucunoides""}, {""hamaKomoditas"": ""Gulma berdaun lebar"", ""namaKomoditas"": ""Jagung (TOT)"", ""kadarPestisida"": ""3 - 4.5 "", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Richardia brasiliensis""}, {""hamaKomoditas"": ""Gulma golongan rumput"", ""namaKomoditas"": ""Jagung (TOT)"", ""kadarPestisida"": ""3 - 4.5"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Eleusine indica""}, {""hamaKomoditas"": ""Gulma golongan rumput"", ""namaKomoditas"": ""Kelapa sawit (TM)"", ""kadarPestisida"": ""2.25 - 3"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Ottochloa nodosa""}, {""hamaKomoditas"": ""Gulma golongan rumput"", ""namaKomoditas"": ""Kelapa sawit (TM)"", ""kadarPestisida"": ""2.25 - 3"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Axonopus compressus""}, {""hamaKomoditas"": ""Gulma berdaun lebar"", ""namaKomoditas"": ""Kelapa sawit (TM)"", ""kadarPestisida"": ""2.25 - 3"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Synedrella nodiflora""}, {""hamaKomoditas"": ""Gulma berdaun lebar"", ""namaKomoditas"": ""Kelapa sawit (TM)"", ""kadarPestisida"": ""2.25 - 3"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Borreria alata""}, {""hamaKomoditas"": ""Gulma berdaun lebar"", ""namaKomoditas"": ""Kelapa sawit (TM)"", ""kadarPestisida"": ""2.25 - 3"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Callopogonium mucunoides""}, {""hamaKomoditas"": ""Gulma Berdaun Lebar"", ""namaKomoditas"": ""Jagung PRG Toleran Glifosat"", ""kadarPestisida"": ""2.25 - 3.75"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Richardia brasiliensis""}, {""hamaKomoditas"": ""Gulma Berdaun Lebar"", ""namaKomoditas"": ""Jagung PRG Toleran Glifosat"", ""kadarPestisida"": ""2.25 - 3.75"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Praxelis clematidea""}, {""hamaKomoditas"": ""Gulma Berdaun Lebar"", ""namaKomoditas"": ""Jagung PRG Toleran Glifosat"", ""kadarPestisida"": ""2.25 - 3.75"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Synedrella nodiflora""}, {""hamaKomoditas"": ""Gulma Berdaun Lebar"", ""namaKomoditas"": ""Jagung PRG Toleran Glifosat"", ""kadarPestisida"": ""2.25 - 3.75"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Cleome rutidospermae""}, {""hamaKomoditas"": ""Gulma Berdaun Lebar"", ""namaKomoditas"": ""Jagung PRG Toleran Glifosat"", ""kadarPestisida"": ""2.25 - 3.75"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Borreria alata""}, {""hamaKomoditas"": ""Gulma golongan rumput"", ""namaKomoditas"": ""Jagung PRG Toleran Glifosat"", ""kadarPestisida"": ""2.25 - 3.75"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Eleusine indica""}, {""hamaKomoditas"": ""Gulma golongan rumput"", ""namaKomoditas"": ""Jagung PRG Toleran Glifosat"", ""kadarPestisida"": ""2.25 - 3.75"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Digitaria ciliaris""}, {""hamaKomoditas"": ""Gulma golongan rumput"", ""namaKomoditas"": ""Jagung PRG Toleran Glifosat"", ""kadarPestisida"": ""2.25 - 3.75"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Echinochloa colona""}, {""hamaKomoditas"": ""Gulma Golongan Rumput"", ""namaKomoditas"": ""Budidaya Tanaman Hujan Tanaman Industri (HTI) Eucalyptus sp."", ""kadarPestisida"": ""1.5 - 3"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Paspalum conjugatum""}, {""hamaKomoditas"": ""Gulma Golongan Rumput"", ""namaKomoditas"": ""Budidaya Tanaman Hujan Tanaman Industri (HTI) Eucalyptus sp."", ""kadarPestisida"": ""1.5 - 3"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Imperata cylindrica""}, {""hamaKomoditas"": ""Gulma Golongan Rumput"", ""namaKomoditas"": ""Budidaya Tanaman Hujan Tanaman Industri (HTI) Eucalyptus sp."", ""kadarPestisida"": ""1.5 - 3"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Ischaemum timorense""}, {""hamaKomoditas"": ""Gulma Berdaun Lebar"", ""namaKomoditas"": ""Budidaya Tanaman Hujan Tanaman Industri (HTI) Eucalyptus sp."", ""kadarPestisida"": ""1.5 - 3"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Ageratum conyzoides""}, {""hamaKomoditas"": ""Gulma Berdaun Lebar"", ""namaKomoditas"": ""Budidaya Tanaman Hujan Tanaman Industri (HTI) Eucalyptus sp."", ""kadarPestisida"": ""1.5 - 3"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Clidemia hirta""}, {""hamaKomoditas"": ""Gulma Berdaun Lebar"", ""namaKomoditas"": ""Budidaya Tanaman Hujan Tanaman Industri (HTI) Eucalyptus sp."", ""kadarPestisida"": ""1.5 - 3"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Borreria alata""}, {""hamaKomoditas"": ""Gulma golongan rumput"", ""namaKomoditas"": ""Budidaya tebu"", ""kadarPestisida"": ""2.5 - 4"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Brachiaria mutica""}, {""hamaKomoditas"": ""Gulma golongan rumput"", ""namaKomoditas"": ""Budidaya tebu"", ""kadarPestisida"": ""2.5 - 4"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Rottboelia exaltata""}, {""hamaKomoditas"": ""Gulma golongan rumput"", ""namaKomoditas"": ""Budidaya tebu"", ""kadarPestisida"": ""2.5 - 4"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Digitaria ciliaris""}, {""hamaKomoditas"": ""Gulma berdaun lebar"", ""namaKomoditas"": ""Budidaya tebu"", ""kadarPestisida"": ""2.5 - 4"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Calopogonium mucunoides""}, {""hamaKomoditas"": ""Gulma berdaun lebar"", ""namaKomoditas"": ""Budidaya tebu"", ""kadarPestisida"": ""2.5 - 4"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Praxelis clematidea""}, {""hamaKomoditas"": ""Gulma berdaun lebar"", ""namaKomoditas"": ""Budidaya tebu"", ""kadarPestisida"": ""2.5 - 4"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Borreria alata""}, {""hamaKomoditas"": ""Gulma berdaun lebar"", ""namaKomoditas"": ""Budidaya tebu"", ""kadarPestisida"": ""2.5 - 4"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Richardia brasiliensis""}, {""hamaKomoditas"": ""Gulma Golongan Rumput"", ""namaKomoditas"": ""Padi (TOT)"", ""kadarPestisida"": ""3 - 4.5"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Cynodon dactylon""}, {""hamaKomoditas"": ""Gulma Golongan Rumput"", ""namaKomoditas"": ""Padi (TOT)"", ""kadarPestisida"": ""3 - 4.5"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Paspalum distichum""}, {""hamaKomoditas"": ""Gulma berdaun lebar"", ""namaKomoditas"": ""Padi (TOT)"", ""kadarPestisida"": ""3 - 4.5"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Ludwigia octovalvis""}, {""hamaKomoditas"": ""Teki"", ""namaKomoditas"": ""Padi (TOT)"", ""kadarPestisida"": ""3 - 4.5"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Fimbristylis miliacea""}, {""hamaKomoditas"": ""Gulma berdaun lebar"", ""namaKomoditas"": ""Kelapa Sawit (TBM)"", ""kadarPestisida"": ""2.25 - 3.75 "", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Calopogonium mucunoides""}, {""hamaKomoditas"": ""Gulma golongan rumput"", ""namaKomoditas"": ""Kelapa Sawit (TBM)"", ""kadarPestisida"": ""2.25 - 3.75"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Axonopus compressus""}, {""hamaKomoditas"": ""Gulma golongan rumput"", ""namaKomoditas"": ""Kelapa Sawit (TBM)"", ""kadarPestisida"": ""2.25 - 3.75"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Ottochloa nodosa""}]"
ALEXIS 70 WP,01020120093537,Fungisida,yang bersifat protektif berbentuk tepung yang dapat disuspensikan,Propineb 70 %,MAJU MAKMUR UTOMO,PT.,Pestisida Sintetik - Permohonan Izin Tetap Ulang Ganjil,,Cabai,2024-03-05,2029-03-05,0,0,0,33a89e1f-edf8-49a2-8be9-49d42e3105b8,"[{""namaBahan"": ""Propineb"", ""kadarBahan"": ""70"", ""satuanBahan"": ""%""}]","[{""hamaKomoditas"": ""Penyakit antraknosa"", ""namaKomoditas"": ""Cabai"", ""kadarPestisida"": ""1,5"", ""satuanPestisida"": ""g/l"", ""latinHamaKomoditas"": ""Colletotrichum capsici""}, {""hamaKomoditas"": ""Penyakit Bercak Daun"", ""namaKomoditas"": ""Cabai"", ""kadarPestisida"": ""1,5"", ""satuanPestisida"": ""g/l"", ""latinHamaKomoditas"": ""Cercospora capsici""}]"
"Novixid 12,5/20 OD",01030120227561,Herbisida,sistemik pra tumbuh dan purna tumbuh berbentuk larutan dalam minyak,Penoxsulam 20 g/l; Florpyrauxifen-benzyl 12.5 g/l,CORTEVA AGRISCIENCE MANUFACTURING INDONESIA,PT.,Pestisida Sintetik - Permohonan Izin Tetap Baru Kimia Umum,Pengelola Tanaman,Budidaya padi sawah,2022-12-05,2027-12-05,0,0,0,33ac8973-c6b7-4501-9720-5d5b0c1ed73e,"[{""namaBahan"": ""Penoxsulam"", ""kadarBahan"": ""20"", ""satuanBahan"": ""g/l""}, {""namaBahan"": ""Florpyrauxifen-benzyl"", ""kadarBahan"": ""12.5"", ""satuanBahan"": ""g/l""}, {""namaBahan"": ""Florpyrauxifen-benzyl"", ""kadarBahan"": ""12.5"", ""satuanBahan"": ""g/l""}, {""namaBahan"": ""Penoxsulam"", ""kadarBahan"": ""20"", ""satuanBahan"": ""g/l""}, {""namaBahan"": ""Penoxsulam"", ""kadarBahan"": ""20"", ""satuanBahan"": ""g/l""}, {""namaBahan"": ""Penoxsulam"", ""kadarBahan"": ""20"", ""satuanBahan"": ""g/l""}, {""namaBahan"": ""Florpyrauxifen-benzyl"", ""kadarBahan"": ""12.5"", ""satuanBahan"": ""g/l""}, {""namaBahan"": ""Florpyrauxifen-benzyl"", ""kadarBahan"": ""12.5"", ""satuanBahan"": ""g/l""}]","[{""hamaKomoditas"": ""gulma golongan rumput"", ""namaKomoditas"": ""Budidaya padi sawah"", ""kadarPestisida"": ""1,25 – 3"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Echinochloa crus-galli (1.25 – 3 l/ha)""}, {""hamaKomoditas"": ""teki"", ""namaKomoditas"": ""Budidaya padi sawah"", ""kadarPestisida"": ""1,25 – 3"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Fimbristylis miliacea (1.25 – 3 l/ha)""}, {""hamaKomoditas"": ""teki"", ""namaKomoditas"": ""Budidaya padi sawah"", ""kadarPestisida"": """", ""satuanPestisida"": ""-"", ""latinHamaKomoditas"": "" Cyperus difformis (1.25 – 3 l/ha)""}, {""hamaKomoditas"": ""gulma berdaun lebar"", ""namaKomoditas"": ""Budidaya padi sawah"", ""kadarPestisida"": ""1,25 – 3"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Ludwigia octovalvis (1.25 – 3 l/ha)""}, {""hamaKomoditas"": ""gulma berdaun lebar"", ""namaKomoditas"": ""Budidaya padi sawah"", ""kadarPestisida"": """", ""satuanPestisida"": ""-"", ""latinHamaKomoditas"": ""Monochoria vaginalis (1.25 – 3 l/ha)""}]"
ACTICIDE MBS,042020849,Fungisida,Larutan,"1,2-benzisothiazol-3(2H)-one 1-3 %; 2 - Methylthiazol 3( 2 ) - one 1-3 %",JAYA WARINDO ABADI,PT.,Pestisida Sintetik - Permohonan Izin Tetap Ulang Bahan Teknis,,ACTICIDE MBS,2025-11-13,2030-11-13,0,0,0,33b0b837-25ba-4a1d-ba22-559b5610a031,"[{""namaBahan"": ""1,2-benzisothiazol-3(2H)-one"", ""kadarBahan"": ""1-3"", ""satuanBahan"": ""%""}, {""namaBahan"": ""2 - Methylthiazol 3( 2 ) - one "", ""kadarBahan"": ""1-3"", ""satuanBahan"": ""%""}]","[{""hamaKomoditas"": """", ""namaKomoditas"": ""ACTICIDE MBS"", ""kadarPestisida"": ""1-3"", ""satuanPestisida"": ""%"", ""latinHamaKomoditas"": ""2- methylisothiazol - 3 ( 2 ) - one""}]"
Lucky Flower - Anti Mold Sticker,042019751,Fungisida,Lain-lain,Allyl Isothiocyanate 1-8 %,GOLDEN STEP INDONESIA,PT.,Pestisida Sintetik - Permohonan Izin Tetap Ulang Bahan Teknis,,-,2024-11-18,2029-11-18,0,0,0,33ba8e00-c398-411a-845f-177df331eb41,"[{""namaBahan"": ""Allyl Isothiocyanate"", ""kadarBahan"": ""1-8"", ""satuanBahan"": ""%""}]","[{""hamaKomoditas"": ""-"", ""namaKomoditas"": ""-"", ""kadarPestisida"": ""-"", ""satuanPestisida"": ""-"", ""latinHamaKomoditas"": """"}]"
SPA 160 SL,01030120072898,Herbisida,sistemik purna tumbuh berbentuk larutan dalam air,Isopropil amina glifosat (setara dengan glifosat : 118 g/l 160 g/l,MESTIKA NUSANTARA AGROKIMIA,PT.,Pestisida Sintetik - Permohonan Izin Tetap Ulang Ganjil,,Persiapan budidaya jagung (TOT),2023-08-28,2028-08-28,1,1,0,33be64a5-caf9-490f-8703-6e188b783feb,"[{""namaBahan"": ""Isopropil amina glifosat (setara dengan glifosat : 118 g/l"", ""kadarBahan"": ""160"", ""satuanBahan"": ""g/l""}]","[{""hamaKomoditas"": ""gulma golongan rumput"", ""namaKomoditas"": ""Persiapan budidaya jagung (TOT)"", ""kadarPestisida"": ""1,5 - 2,0"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Axonopus compressus(1,5-2 l/ha)""}, {""hamaKomoditas"": ""gulma berdaun lebar"", ""namaKomoditas"": ""Persiapan budidaya jagung (TOT)"", ""kadarPestisida"": """", ""satuanPestisida"": ""-"", ""latinHamaKomoditas"": ""Ageratum conyzoides (1,5-2 l/ha)""}, {""hamaKomoditas"": ""gulma berdaun lebar"", ""namaKomoditas"": ""Persiapan budidaya jagung (TOT)"", ""kadarPestisida"": ""1,5 - 2,0"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Borreria alata (1,5-2 l/ha)""}]"
TORTORA 50 WP,01020120134829,Fungisida,sistemik yang bersifat protektif berbentuk tepung yang dapat disuspensikan,Dimetomorph 50 %,AGRO SEJAHTERA INDONESIA,PT.,Pestisida Sintetik - Permohonan Izin Tetap Ulang Genap,,Kentang,2024-03-04,2029-03-04,0,0,0,33c41b48-66ce-4dc8-9741-cb7e0147fc0b,"[{""namaBahan"": ""Dimetomorph"", ""kadarBahan"": ""50"", ""satuanBahan"": ""%""}]","[{""hamaKomoditas"": ""penyakit hawar daun"", ""namaKomoditas"": ""Kentang"", ""kadarPestisida"": ""2"", ""satuanPestisida"": ""g/l"", ""latinHamaKomoditas"": ""Phytopthora infestans""}]"
KOMBO 120/60 EC,01020120186109,Fungisida,sistemik yang bersifat protektif dan kuratif berbentuk pekatan yang dapat diemulsikan,trifloksistrobin 60 g/l; tebukonazol 120 g/l,EUREEKAGREAT NUSANTARA,PT.,Pestisida Sintetik - Permohonan Izin Tetap Ulang Ganjil,,Bawang Merah,2024-03-05,2029-03-05,2,0,0,33c45650-0336-450e-bbee-91b78d062193,"[{""namaBahan"": ""trifloksistrobin"", ""kadarBahan"": ""60"", ""satuanBahan"": ""g/l""}, {""namaBahan"": ""tebukonazol"", ""kadarBahan"": ""120"", ""satuanBahan"": ""g/l""}]","[{""hamaKomoditas"": ""Penyakit bercak ungu"", ""namaKomoditas"": ""Bawang Merah"", ""kadarPestisida"": ""0.75"", ""satuanPestisida"": ""ml/l"", ""latinHamaKomoditas"": ""Alternaria porri""}]"
PROF-GUARD 500 EC,05010120248684,Insektisida,racun kontak dan lambung berbentuk pekatan yang dapat diemulsikan,Profenofos 500 g/l,AGRO JAYA INDUSTRI,PT.,Pestisida Sintetik - Permohonan Izin Tetap Baru Pestisida Pemukiman & Rumah Tangga,Penyimpanan Hasil Pertanian,Gudang penyimpanan,2025-02-17,2030-02-17,0,0,0,33eaf63c-d19a-4d27-9d82-72ac8f9556f2,"[{""namaBahan"": ""Profenofos"", ""kadarBahan"": ""500"", ""satuanBahan"": ""g/l""}]","[{""hamaKomoditas"": ""hama gudang"", ""namaKomoditas"": ""Gudang penyimpanan"", ""kadarPestisida"": """", ""satuanPestisida"": null, ""latinHamaKomoditas"": ""Tribolium castaneum (3 ml/l)""}, {""hamaKomoditas"": ""hama gudang"", ""namaKomoditas"": ""Gudang penyimpanan"", ""kadarPestisida"": """", ""satuanPestisida"": null, ""latinHamaKomoditas"": ""Rhyzopertha dominica (3 ml/l)""}, {""hamaKomoditas"": ""hama gudang"", ""namaKomoditas"": ""Gudang penyimpanan"", ""kadarPestisida"": ""3"", ""satuanPestisida"": ""ml/l"", ""latinHamaKomoditas"": ""Sitophilus oryzae (3 ml/l)""}]"
LAVENDA 125 SL,06080120175766,Repelen,berbentuk larutan dalam air,DEET 125 g/l,PT LION WINGS,,Pestisida Sintetik - Permohonan Izin Tetap Ulang Ganjil,,Di dalam ruangan:,2022-12-05,2027-12-05,0,0,0,33ee2305-ca2d-4c5b-8780-2c4507749978,"[{""namaBahan"": ""DEET"", ""kadarBahan"": ""125"", ""satuanBahan"": ""g/l""}]","[{""hamaKomoditas"": ""nyamuk"", ""namaKomoditas"": ""Di dalam ruangan:"", ""kadarPestisida"": """", ""satuanPestisida"": ""-"", ""latinHamaKomoditas"": ""Aedes aegypti""}, {""hamaKomoditas"": ""nyamuk"", ""namaKomoditas"": ""Di dalam ruangan:"", ""kadarPestisida"": """", ""satuanPestisida"": ""-"", ""latinHamaKomoditas"": ""Culex quinquefasciatus""}]"
CRASH 480 SL,01030120021683,Herbisida,herbisida purna tumbuh berbentuk larutan dalam air,Isopropil amina glifosat 480 g/l; IPA Glifosat 480 g/l,AGRICULTURE CONSTRUCTION,PT.,Pestisida Sintetik - Permohonan Izin Tetap Ulang Genap,,,2022-01-14,2027-01-14,0,0,0,33fdc9e9-dfce-49d7-b053-0a50342d7b4e,"[{""namaBahan"": ""Isopropil amina glifosat "", ""kadarBahan"": ""480"", ""satuanBahan"": ""g/l""}, {""namaBahan"": ""Isopropil amina glifosat "", ""kadarBahan"": ""480"", ""satuanBahan"": ""g/l""}, {""namaBahan"": ""Isopropil amina glifosat "", ""kadarBahan"": ""480"", ""satuanBahan"": ""g/l""}, {""namaBahan"": ""Isopropil amina glifosat "", ""kadarBahan"": ""480"", ""satuanBahan"": ""g/l""}, {""namaBahan"": ""IPA Glifosat"", ""kadarBahan"": ""480"", ""satuanBahan"": ""g/l""}]",
BAKARA 276 SL,01030120237848,Herbisida,kontak purna tumbuh berbentuk larutan dalam air,parakuat diklorida 276 g/l,Agro Bumi Timur,PT.,Pestisida Sintetik - Permohonan Izin Tetap Baru Kimia Terbatas,Pengelola Tanaman,Persiapan lahan budidaya jagung (TOT),2023-08-28,2028-08-28,0,0,0,34044ef0-87a5-4418-b23d-8179ba4418d3,"[{""namaBahan"": ""parakuat diklorida"", ""kadarBahan"": ""276"", ""satuanBahan"": ""g/l""}]","[{""hamaKomoditas"": ""Gulma berdaun lebar "", ""namaKomoditas"": ""Persiapan lahan budidaya jagung (TOT)"", ""kadarPestisida"": ""1,5 - 3"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Cleome rutidosperma""}, {""hamaKomoditas"": ""Gulma berdaun lebar "", ""namaKomoditas"": ""Persiapan lahan budidaya jagung (TOT)"", ""kadarPestisida"": ""1,5 - 3"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Ageratum conyzoides""}, {""hamaKomoditas"": ""Gulma berdaun lebar "", ""namaKomoditas"": ""Persiapan lahan budidaya jagung (TOT)"", ""kadarPestisida"": ""1,5 - 3"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Borreria alata""}, {""hamaKomoditas"": ""Gulma berdaun lebar "", ""namaKomoditas"": ""Persiapan lahan budidaya jagung (TOT)"", ""kadarPestisida"": ""1,5 - 3"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Richardia brasiliensis ""}, {""hamaKomoditas"": ""Gulma golongan rumput "", ""namaKomoditas"": ""Persiapan lahan budidaya jagung (TOT)"", ""kadarPestisida"": ""1,5 - 3"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Paspalum conjugatum""}, {""hamaKomoditas"": ""Gulma golongan rumput "", ""namaKomoditas"": ""Persiapan lahan budidaya jagung (TOT)"", ""kadarPestisida"": ""1,5 - 3"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Eleusine indica""}]"
MONKEY 40 SP,01010120175748,Insektisida,racun kontak dan lambung berbentuk tepung yang dapat disuspensikan,metomil 40 %,SARANA TANI INDONESIA MAKMUR,PT.,Pestisida Sintetik - Permohonan Izin Tetap Ulang Ganjil,,Bawang merah,2022-10-04,2027-10-04,0,0,0,340c6af8-3654-4cf0-84e7-0703645b4564,"[{""namaBahan"": ""metomil"", ""kadarBahan"": ""40"", ""satuanBahan"": ""%""}]","[{""hamaKomoditas"": ""ulat grayak "", ""namaKomoditas"": ""Bawang merah"", ""kadarPestisida"": ""1,5"", ""satuanPestisida"": ""g/l"", ""latinHamaKomoditas"": ""Spodoptera exigua""}]"
REXXONE 276 SL,01030120134709,Herbisida,kontak purna tumbuh berbentuk larutan dalam air,Parakuat Diklorida (setara dengan ion aktif Parakuat 200 g/l) 276 g/l,NUSA MANDIRI UTAMA,PT.,Pestisida Sintetik - Permohonan Izin Tetap Ulang Genap,,Kelapa sawit (TBM),2024-03-04,2029-03-04,0,0,0,34179673-761d-4954-8911-15262b7c2aff,"[{""namaBahan"": ""Parakuat Diklorida (setara dengan ion aktif Parakuat 200 g/l)"", ""kadarBahan"": ""276"", ""satuanBahan"": ""g/l""}]","[{""hamaKomoditas"": ""gulma golongan rumput"", ""namaKomoditas"": ""Kelapa sawit (TBM)"", ""kadarPestisida"": """", ""satuanPestisida"": ""-"", ""latinHamaKomoditas"": ""   Paspalum conjugantum (1.5 - 2 l/ha)""}, {""hamaKomoditas"": ""gulma golongan rumput"", ""namaKomoditas"": ""Kelapa sawit (TBM)"", ""kadarPestisida"": ""1.5 - 2"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Ottochloa nodosa (1.5 - 2 l/ha)""}, {""hamaKomoditas"": ""gulma berdaun lebar"", ""namaKomoditas"": ""Kelapa sawit (TBM)"", ""kadarPestisida"": """", ""satuanPestisida"": ""-"", ""latinHamaKomoditas"": ""Ageratum conyzoides (1.5 - 2 l/ha)""}, {""hamaKomoditas"": ""gulma berdaun lebar"", ""namaKomoditas"": ""Kelapa sawit (TBM)"", ""kadarPestisida"": ""1.5 - 2"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""   Mikania micrantha (1.5 - 2 l/ha)\n""}]"
ELEVEST 106/159 SC,01010120237994,Insektisida,racun kontak dan lambung berbentuk pekatan suspensi,Bifentrin 159 g/l; Klorantraniliprol 106 g/l,BINA GUNA KIMIA,PT.,Pestisida Sintetik - Permohonan Izin Tetap Baru Kimia Umum,Pengelola Tanaman,Tebu,2024-03-04,2029-03-04,2,0,1,341c374d-b618-419d-a708-38fa3da6e246,"[{""namaBahan"": ""Bifentrin"", ""kadarBahan"": ""159"", ""satuanBahan"": ""g/l""}, {""namaBahan"": ""Klorantraniliprol"", ""kadarBahan"": ""106"", ""satuanBahan"": ""g/l""}, {""namaBahan"": ""Klorantraniliprol"", ""kadarBahan"": ""106"", ""satuanBahan"": ""g/l""}, {""namaBahan"": ""Klorantraniliprol"", ""kadarBahan"": ""106"", ""satuanBahan"": ""g/l""}, {""namaBahan"": ""Klorantraniliprol"", ""kadarBahan"": ""106"", ""satuanBahan"": ""g/l""}, {""namaBahan"": ""Bifentrin"", ""kadarBahan"": ""159"", ""satuanBahan"": ""g/l""}, {""namaBahan"": ""Bifentrin"", ""kadarBahan"": ""159"", ""satuanBahan"": ""g/l""}, {""namaBahan"": ""Bifentrin"", ""kadarBahan"": ""159"", ""satuanBahan"": ""g/l""}, {""namaBahan"": ""Klorantraniliprol"", ""kadarBahan"": ""106"", ""satuanBahan"": ""g/l""}, {""namaBahan"": ""Bifentrin"", ""kadarBahan"": ""159"", ""satuanBahan"": ""g/l""}]","[{""hamaKomoditas"": ""Penggerek batang"", ""namaKomoditas"": "" Tebu"", ""kadarPestisida"": ""1.5"", ""satuanPestisida"": ""ml/l"", ""latinHamaKomoditas"": ""Chilo sacchariphagus\n""}]"
