nomor_pendaftaran,merek,status_izin,berlaku_sampai,kedaluwarsa,putusan,menyeluruh,lingkup,zat_terlarang,lewat,bahan_tak_terpetakan,tanda_registri
"01010120042053","BUPROSIDA 100 EC","active","2028-08-28","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120042056","CENTAFUR 3 GR","active","2028-08-28","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120042058","CLOBBER 200 EC","active","2029-08-09","lebih dari 12 bulan","dilarang pada lingkup tertentu","false","rumah tangga; tanaman padi","Klorpirifos","komposisi","",""
"01010120042060","CYPERMAX 100 EC","active","2028-02-08","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120042061","RIZOTIN 40 WP","active","2031-01-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120042063","DAFAT 75 SP","active","2029-03-05","lebih dari 12 bulan","dilarang pada lingkup tertentu","false","tanaman padi","Asefat","komposisi","",""
"01010120042064","DAGGER 200 SL","active","2029-03-04","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120042066","DELINI 50 EC","active","2031-01-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120042068","DESTAN 400 EC","active","2028-08-28","lebih dari 12 bulan","dilarang pada lingkup tertentu","false","tanaman padi","Dimetoat","komposisi","",""
"01010120042070","DIMETION 400 EC","active","2031-01-20","lebih dari 12 bulan","dilarang pada lingkup tertentu","false","tanaman padi","Dimetoat","komposisi","",""
"01010120042078","ERKABAS 500 EC","active","2029-08-09","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120042082","FORTUNA 290 SL","active","2029-08-09","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120042089","IMIDAGOLD 200 SL","active","2029-08-09","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120042090","IMIDAPLUS 200 SL","active","2029-08-09","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120042092","KEMPO 400 SL","active","2029-08-09","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120042093","KLOPINDO 10 WP","active","2029-08-09","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120042097","LANIDOR 200 SL","active","2029-08-09","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120042102","MATROS 18 EC","active","2029-09-19","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120042103","METINDO 40 SP","active","2029-03-05","lebih dari 12 bulan","dilarang pada lingkup tertentu","false","tanaman padi","Metomil","komposisi","",""
"01010120042106","MONTAF 400 SL","active","2029-03-04","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120042113","NUGOR 400 EC","active","2029-08-09","lebih dari 12 bulan","dilarang pada lingkup tertentu","false","tanaman padi","Dimetoat","komposisi","",""
"01010120042119","PERKILL 50 EC","active","2029-08-09","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120042123","PORYZA 400 SL","active","2029-03-05","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120042124","POSBAN 200 EC","active","2030-02-17","lebih dari 12 bulan","dilarang pada lingkup tertentu","false","rumah tangga; tanaman padi","Klorpirifos","komposisi","",""
"01010120042132","ROLICRON 500 EC","active","2029-03-05","lebih dari 12 bulan","dilarang pada lingkup tertentu","false","tanaman padi","PROFENOFOS","komposisi","",""
"01010120042138","SANTADOR 25 EC","active","2029-09-19","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120042140","SANVAL 200 EC","active","2029-09-19","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120042141","SELEDOL 450 EC","active","2028-08-28","lebih dari 12 bulan","dilarang pada lingkup tertentu","false","tanaman padi","PROFENOFOS","komposisi","",""
"01010120042142","SIDAFUR 3 GR","active","2028-08-28","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120042146","SANTOAT 400 EC","active","2029-09-19","lebih dari 12 bulan","dilarang pada lingkup tertentu","false","tanaman padi","Dimetoat","komposisi","",""
"01010120042147","SOLANO 25 WP","active","2028-08-28","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120042150","STARFIDOR 5 WP","active","2029-03-04","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120042151","SUPEMEC 18 EC","active","2029-03-05","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120042160","TRAJET 25 EC","active","2029-08-09","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120042161","VALIANT 50 EC","active","2029-08-09","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120042163","BELONA 18 EC","active","2030-07-11","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120042166","VISTA 400 SL","active","2029-09-19","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120042242","BRANTAS 25 EC","active","2028-04-26","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120042299","NUMECTIN 20 EC","active","2029-11-18","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120042302","PERCIS 30 EC","active","2029-11-18","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120042316","SIDADOR 30 EC","active","2029-11-18","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120042317","SIDAMEC 20 EC","active","2030-09-26","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120042324","SMACKDOWN 100 EC","active","2030-11-13","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120051206","SPONTAN 400 SL","active","2029-03-05","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120052197","TUGARD 160/10 EC","active","2031-04-20","lebih dari 12 bulan","dilarang pada lingkup tertentu","false","rumah tangga; tanaman padi","Klorpirifos","komposisi","",""
"01010120052197","TUGARD 160/10 EC","active","2027-01-14","habis dalam 12 bulan","dilarang pada lingkup tertentu","false","rumah tangga; tanaman padi","Klorpirifos","komposisi","",""
"01010120052197","TUGARD 160/10 EC","active","2027-01-11","habis dalam 12 bulan","dilarang pada lingkup tertentu","false","rumah tangga; tanaman padi","Klorpirifos","komposisi","",""
"01010120052226","ALFAST 30 EC","active","2029-09-19","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120052231","ASTERTRIN 250 EC","active","2030-07-11","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120052255","CYPERIN 250 EC","active","2029-11-18","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120052258","DELOUSE 200 SL","active","2029-03-04","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120052259","DEMOLISH 18 EC","active","2029-03-04","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120052274","HOKY 30 EC","active","2030-02-17","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120052278","JIDOR 25 EC","active","2030-09-26","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120052286","MAESTRO 200 EC","active","2030-11-13","lebih dari 12 bulan","dilarang pada lingkup tertentu","false","tanaman padi","Triazofos","komposisi","",""
"01010120052325","STOPPER 25 EC","active","2028-08-28","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120052336","VETO 650 EC","active","2030-02-17","lebih dari 12 bulan","dilarang pada lingkup tertentu","false","tanaman padi","Fentoat","komposisi","",""
"01010120062035","THUKZHEPEN 420 EC","active","2030-11-13","lebih dari 12 bulan","dilarang pada lingkup tertentu","false","rumah tangga; tanaman padi","Klorpirifos","komposisi","",""
"01010120062192","STARBAN 530/55 EC","active","2030-09-26","lebih dari 12 bulan","dilarang pada lingkup tertentu","false","rumah tangga; tanaman padi","Klorpirifos","komposisi","",""
"01010120062340","TAMACRON 500 EC","active","2030-11-13","lebih dari 12 bulan","dilarang pada lingkup tertentu","false","tanaman padi","PROFENOFOS","komposisi","",""
"01010120062344","BIOTHION 200 EC","active","2029-09-19","lebih dari 12 bulan","dilarang pada lingkup tertentu","false","tanaman padi","Triazofos","komposisi","",""
"01010120062345","BOXER 200 EC","active","2030-02-17","lebih dari 12 bulan","dilarang pada lingkup tertentu","false","rumah tangga; tanaman padi","Klorpirifos","komposisi","",""
"01010120062360","KRESBAN 200 EC","active","2031-04-20","lebih dari 12 bulan","dilarang pada lingkup tertentu","false","rumah tangga; tanaman padi","Klorpirifos","komposisi","",""
"01010120062361","MATRIX 200 EC","active","2029-03-04","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120062367","SANDIMAS 400 SL","active","2031-01-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120062369","CENTAMIL 25 WP","active","2031-04-20","lebih dari 12 bulan","dilarang pada lingkup tertentu","false","tanaman padi","Metomil","komposisi","",""
"01010120062370","VIRDI 500 EC","active","2031-04-20","lebih dari 12 bulan","dilarang pada lingkup tertentu","false","tanaman padi","PROFENOFOS","komposisi","",""
"01010120062375","TOPBAN 400 EC","active","2030-07-11","lebih dari 12 bulan","dilarang pada lingkup tertentu","false","rumah tangga; tanaman padi","Klorpirifos","komposisi","",""
"01010120062389","CATEZ 18 EC","active","2029-09-19","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120062399","DIOMEC 18 EC","active","2028-04-26","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120062412","FURIO 3 GR","active","2031-01-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120062424","HYPOLAX 400 SL","active","2026-11-18","habis dalam 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120062427","IMAR 6 WP","active","2030-11-13","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120062428","INDOCRON 500 EC","active","2030-11-13","lebih dari 12 bulan","dilarang pada lingkup tertentu","false","tanaman padi","PROFENOFOS","komposisi","",""
"01010120062482","TOP DOR 10 WP","active","2031-04-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120062511","DOBELDOR 50 EC","active","2031-04-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120062511","DOBELDOR 50 EC","active","2026-10-12","habis dalam 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120062513","DUACIS 50 EC","active","2031-04-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120062513","DUACIS 50 EC","active","2026-10-12","habis dalam 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120062514","Farintop 50 EC","active","2027-12-05","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120062522","KARATE 50 EC","active","2030-11-13","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120062530","METHA 400 EC","active","2027-12-05","lebih dari 12 bulan","dilarang pada lingkup tertentu","false","tanaman padi","Dimetoat","komposisi","",""
"01010120071675","Ban-Drol 400 EC","active","2027-06-27","habis dalam 12 bulan","dilarang pada lingkup tertentu","false","rumah tangga; tanaman padi","Klorpirifos","komposisi","",""
"01010120072490","LIEBAS 50 EC","active","2027-10-04","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120072647","BM LAMDA 50 EC","active","2031-01-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120072651","DARMACIS 50 EC","active","2027-10-04","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120072654","CHLORMITE PLUS 459/46 EC","active","2029-08-09","lebih dari 12 bulan","dilarang pada lingkup tertentu","false","rumah tangga; tanaman padi","Klorpirifos","komposisi","",""
"01010120072656","DIMEC 18 EC","active","2027-10-04","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120072664","HIGRADE 200 EC","active","2027-12-05","lebih dari 12 bulan","dilarang pada lingkup tertentu","false","tanaman padi","Triazofos","komposisi","",""
"01010120072665","ICHIBAN 250 EC","active","2027-10-04","lebih dari 12 bulan","dilarang pada lingkup tertentu","false","rumah tangga; tanaman padi","Klorpirifos","komposisi","",""
"01010120072671","MANTHENE 75 SP","active","2029-08-09","lebih dari 12 bulan","dilarang pada lingkup tertentu","false","tanaman padi","Asefat","komposisi","",""
"01010120072672","METIN 40 SP","active","2027-12-05","lebih dari 12 bulan","dilarang pada lingkup tertentu","false","tanaman padi","Metomil","komposisi","",""
"01010120072673","MIO 200 EC","active","2027-10-04","lebih dari 12 bulan","dilarang pada lingkup tertentu","false","tanaman padi","Triazofos","komposisi","",""
"01010120072676","MUSUHAMA 500 EC","active","2027-10-04","lebih dari 12 bulan","dilarang pada lingkup tertentu","false","tanaman padi","PROFENOFOS","komposisi","",""
"01010120072677","NAGA 500 EC","active","2031-04-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120072685","SIDACRON 510 EC","active","2027-01-14","habis dalam 12 bulan","dilarang pada lingkup tertentu","false","tanaman padi","PROFENOFOS","komposisi","",""
"01010120072687","SIDATAN 410 SL","active","2027-01-14","habis dalam 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120072689","SNIPER 50 EC","active","2030-09-26","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120072695","ZYCHATE 25 WP","active","2028-02-08","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120072696","ZYCHATE 200 SL","active","2027-10-04","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120072699","AKOCYTHRIN 50 EC","active","2028-04-26","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120072700","REVITHRIN 25 EC","active","2028-04-26","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120072701","AMCOMEC 18 EC","active","2028-02-08","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120072703","ALIKA 141/106 ZC","active","2031-04-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
